Filename	Segment label	F1 (Hz)	F2 (Hz)	F3 (Hz)
p112	b	225.43388529680195	1088.1785149724262	2280.266459742028
p112	e	423.8748015395899	1728.4748261405125	2530.8348355001235
p112	rf	289.5345124530648	1782.9802426681938	2396.149581180842
p112	i	305.3764623437639	2115.505385260328	2983.4143025775443
p112	T	1668.4999716640384	1986.7072755087136	3529.7054246445837
p112	a	566.1862876054264	1383.2647563052144	2535.922679198099
p112	rf	417.14378286606444	1259.8134043514901	2464.0939950597294
p112	sp	754.7984840387894	1544.6200581717362	2747.697181582056
p112	b	942.9323855795853	1398.1183130782138	2801.1703652198394
p112	a	582.1462973810582	1287.0491041408495	2381.395836885529
p112	k	539.9786921289218	1794.42859522148	2878.034979659413
p112	e	420.2518968228816	2027.9465163349805	2421.1947863938944
p112	t	359.1296952076099	1965.845222472139	2692.1033186817135
p112	a	674.1745071764437	1418.11498485903	2570.839858047089
p112	sp	978.4379560178135	2022.9412781002154	3009.9352843491192
p112	a	472.3833220710059	1315.1089943142244	2709.9555829516057
p112	b	485.22965596222974	995.7758631738733	2384.6970968064984
p112	l	403.16673098614194	911.6118283514729	2196.2064234511886
p112	a	553.4283310477316	1222.6875828154307	2427.7944941233677
p112	s	561.7227431530245	1794.9633695149007	2508.1701705544883
p112	a	525.3848854243861	1544.1773027384113	2333.4584286828976
p112	k	449.1058552383319	1834.606051417429	2746.21136117695
p112	i	365.4661796371607	822.7661842925417	2426.1182590404524
p112	sp	740.4609339193771	1602.4700568350613	2369.969666090689
p112	b	219.4313351069917	980.1297079351746	2421.955881371657
p112	a	570.9161226642819	1234.4123411787407	2246.4547513004054
p112	k	482.30430228537824	1826.971926555462	2844.7019585651283
p112	a	515.2654290618089	1333.752347648706	2122.7629824642395
p112	T	619.1865790186924	1664.7196463366174	2584.85721553024
p112	j	357.09815472416676	1915.1693157347497	3125.309971185973
p112	o	433.6977897990393	985.4475837759707	2310.6840619675886
p112	n	326.80275110771584	1014.2928616924983	2326.8350753305563
p112	e	445.4283287975312	1588.6477339405703	1647.4845300624577
p112	s	1462.0880833784797	2260.6379990239334	3747.889054036007
p112	sp	590.3578972305749	1491.8480194475255	2326.051602147242
p112	b	263.6931863274834	1209.38698461013	2291.8646438792625
p112	a	634.4975384887238	1123.5304520895365	2544.093917919692
p112	l	405.24739496382773	1054.5134890059664	2541.2124892902225
p112	k	395.5279048436861	1600.7034014202334	2541.5253626389385
p112	o	414.86162067932776	747.4040592982923	2077.800170465642
p112	ng	315.3199511776883	1057.2400066685357	2378.756185444393
p112	sp	798.236461309836	1637.4903309696545	2720.5070965207638
p112	m	648.0722789248736	1732.1728405648669	2782.117596176103
p112	u	408.0028766223539	772.770629982023	2563.8614197163424
p112	s	240.21742088540293	1758.258157977559	3490.0336406592296
p112	i	374.49151551709207	2149.3914012250743	2453.5600408066653
p112	k	279.3928692171203	2099.527463984438	2793.997635383723
p112	a	553.1852707603888	1462.3597717558243	1991.8517816707795
p112	sp	755.1462144478965	1280.8856200483149	2541.6526195185543
p112	l	1421.5710942052692	2359.70303961909	3462.064441710145
p112	u	371.74379123789356	735.8731925487764	2195.328931712393
p112	tS	840.0962590092107	2330.585458306805	2780.7633480774903
p112	a	522.6094254475389	1446.564943411717	2099.1301103188284
p112	sp	859.5656625419243	1538.416686257101	2691.2911971904887
p112	b	128.43934119524698	1430.3128256493283	2626.6935783248027
p112	o	416.7989797376896	697.1574056885297	2616.1718943970786
p112	k	591.5182892624049	1863.3712230819176	3000.773738078736
p112	a	677.7927915973072	1448.0225108094685	2957.9096698817643
p112	sp	1027.525630972034	1606.587287103953	2832.7035244131625
p112	l	260.58630478942746	1406.212332108393	2504.2464344894192
p112	u	377.82378021310564	838.29681291476	2179.4512884695546
p112	n	314.6765448786061	998.817453010662	2255.3343543342994
p112	e	404.0854175210436	1043.8961436786865	2076.9493353251805
p112	s	423.3627825389945	1872.1548486381987	2743.2263815342185
p112	a	535.5309513730209	1406.926341746954	2291.8458293012077
p112	m	280.5373538733393	1111.7326078995275	2344.4301021158367
p112	b	246.424498229015	838.8493926530821	2219.9762206227388
p112	rf	321.15007986087153	1581.9144657517647	2151.8105605917885
p112	j	367.43366615357854	2273.030186675747	2358.826085811044
p112	e	403.52467941555324	1637.5053304544697	1985.1413464424522
p112	n	318.7119040757064	881.7967814437772	2231.5522181568995
p112	t	381.8874349456791	1925.0747650413446	2595.877032112527
p112	o	378.24865725464633	889.2317091094541	2374.9251550960594
p112	sp	859.942264852951	2010.1743159499592	2989.610227252008
p112	b	780.6476612175375	1894.1486541439651	2919.7491976820106
p112	e	410.7013852389655	1830.768788674528	2158.6800005610476
p112	s	500.5986263439821	1842.4120161786198	2688.895319457761
p112	i	383.79861793066834	2083.0193491607847	3384.3426955288096
p112	n	322.98912918357075	936.283262254268	2257.8278424655027
p112	o	354.93892314909345	893.7692356673701	2083.7544153616677
p112	sp	785.1754646814841	1746.005388830569	2525.690014950836
p112	b	365.43969932437426	1573.850755572996	2842.284597338999
p112	a	575.4369140045615	989.0849676393448	2736.428358979818
p112	m	300.2242847286466	1047.7903063425201	2351.4174372373554
p112	p	406.8963968257954	1232.1895025469266	2663.2094306435283
p112	i	390.8802987683747	2062.6200841380664	2883.745536375146
p112	rf	375.5375782401724	1653.360625357094	2257.7126388157317
p112	o	390.458828395934	877.2419464262177	2169.9056541589516
p112	sp	1221.0341676363676	1854.6173578050186	2816.766996926478
p112	s	1098.5530994431758	1972.499053309904	3195.7003009618884
p112	e	454.0306586851575	1690.3170956947267	2419.604087963359
p112	b	303.18139266105334	2072.970000647424	2802.5106394340064
p112	o	401.0271112974511	835.674772887897	1728.676494099427
p112	L	304.99038450496954	1990.4318592846485	2746.50059255294
p112	a	664.5629697838219	1561.0037974527404	2429.737525079765
p112	sp	1321.615677468692	2286.2184952738066	2774.0726623756277
p112	o	349.7434437094727	773.6448023825884	2291.3410670708095
p112	t	412.5316067860338	1876.469006943655	2847.4018320324776
p112	e	468.76530349762515	1955.0708792756584	2258.53173452051
p112	l	370.0159592901982	1393.7545884061042	2604.151556420856
p112	sp	1085.8844830206183	2102.700198337014	2964.141936330573
p112	b	211.9461528150189	1230.8190507123707	2299.1598631934476
p112	a	617.8720692776952	1162.9703398869294	2477.0465174259557
p112	G	394.85935860977906	890.7749150892395	2234.565221275832
p112	o	419.64244902443335	841.5966279454411	2161.9506583096536
p112	n	322.5922486121382	869.5439534280789	2185.4519922419768
p112	e	425.5425006667517	1888.1655758152156	1930.2644919665508
p112	t	292.8126863385484	1659.448788016857	2308.739040483636
p112	a	545.90372894962	1351.2839365032369	2399.097653451291
p112	sp	1131.029225273784	2111.26006980786	2997.529698103401
p112	p	366.4934101993646	1104.3234387020407	2370.8917695879504
p112	o	436.214314676568	732.8953355553045	2771.6833167821223
p112	l	403.3426551476773	1186.7897347638802	1701.0260902703076
p112	b	285.48582921199903	872.6481817668207	2212.7166129951124
p112	o	394.64449253062867	691.5152733330652	2703.140539468226
p112	sp	1112.7453969503783	2151.2337863140187	2937.2993498761366
p112	l	859.6326809438499	1904.2914067606016	3091.0959538488232
p112	a	629.1295765770612	1433.1046983725387	2528.7438506147855
p112	s	870.2063166400471	1938.9531546376008	2307.5683851277913
p112	a	653.6116092160092	1473.731085693162	2337.4378927574944
p112	g	438.1433960707298	2226.2619632307083	2771.6675940079654
p112	i	393.68440725502927	902.5624791428718	2791.110019608266
p112	l	342.4504292858358	1060.5381259927158	2742.127515687768
p112	a	506.53765151637486	1413.688624355015	2502.2298386784773
p112	s	1487.8485692164472	2352.3160962903185	3821.9710796353643
p112	sp	769.1101706521671	1844.308928790928	3059.9242767437217
p112	b	273.3652557377109	1635.9614250467012	2652.949516289639
p112	a	576.0708503164178	1172.4515390732945	2591.420030726074
p112	l	424.3004982906685	1122.980326753416	2577.2621224927316
p112	s	406.8744924084956	1833.998446295735	2612.5325405729827
p112	a	626.2350192354897	1299.5465545270167	2263.6764858667657
p112	m	328.51759418369426	1023.2676559494729	2310.560805308231
p112	i	388.4590257782018	2437.0392286034376	3502.368703978531
p112	k	799.7976265627076	1577.9755444054495	2661.1048053985737
p112	o	408.55329669688706	822.4175872261415	2186.652964985431
p112	sp	614.4286860437434	1696.4836855653857	2830.888231710694
p112	b	507.9965386505147	1657.6844145700124	2983.822302551669
p112	a	612.0499726024516	1062.6181343935875	2593.022960638751
p112	l	416.448183036784	1573.5439931970336	2574.8472603144287
p112	s	634.2541465395151	1793.886153611958	2597.211250838136
p112	e	445.08608795493285	1651.2832468713596	2125.3133412857796
p112	rf	407.3015297035684	1283.6684616658647	2342.6662188039722
p112	o	346.8158483355724	896.5923691735841	2332.023638213473
p112	sp	1219.440032349047	2008.6268809569249	2921.694901954011
p112	a	699.5587130176716	1230.3104725959327	2832.0531763942945
p112	s	1155.3253400772492	2179.4675564653076	3321.1914136100313
p112	a	675.0982917059554	1074.0414351287911	2597.010933221564
p112	o	433.6142306330427	808.6772906163408	2683.22260344323
p112	sp	1296.1019466052417	2071.931225962281	3064.332122737265
p112	n	327.9650131936667	1176.4404287115854	2348.34369152261
p112	i	366.1590537175576	1477.6870703397378	2219.9361252874432
p112	b	315.8835579269022	1127.660757839168	1831.1451019518138
p112	e	435.4579255485328	1752.869873403425	2390.010830936737
p112	l	353.78343116470165	1292.5348053595883	2457.879685308829
p112	sp	785.5061368313251	1616.3542061011294	2621.7867779034864
p112	b	278.91843620949635	899.386887004341	2335.100716070578
p112	a	642.9740844527213	1071.5466276975928	2390.0984702269943
p112	L	462.1219238013327	1649.6168706158285	2709.9184834924276
p112	e	460.80995988777227	1866.176508911598	2437.9312230944647
p112	sp	1115.535835966875	1531.5276734881488	2720.810971509069
p112	b	334.7937265473296	1554.54819520644	2696.113795824216
p112	a	491.0652599346739	895.0295602868151	2541.6129998721526
p112	s	1097.0258823831334	2151.3358427414487	3150.1616072319766
p112	u	360.77720452295824	697.7218691291888	2246.8581161235966
p112	rf	338.82004185654347	1246.9921790959017	2413.9476262791263
p112	a	455.63291811580945	1204.177353372445	2630.5692145018797
p112	sp	824.3129964817018	1704.4170276023026	2777.969878164398
p112	t	817.0437521115181	1919.7974479811696	2904.7643075480896
p112	a	591.3990539236932	1531.416184269724	2493.5632096663485
p112	rf	391.29437138234704	1522.6942544557478	2344.8100798310056
p112	e	413.4946128815183	1864.1366953953543	2529.224249517133
p112	a	545.582563654478	1649.1099618407054	2386.6220377030195
p112	s	772.6327608157028	1927.1727504307664	2821.838520552184
p112	e	413.5463293253439	1817.44217569565	2371.536244842154
p112	tS	320.06041132013917	1895.6926298481262	2830.388171138059
p112	a	486.6229311052592	1540.7547211375386	1729.2661966852713
p112	s	1377.7538159867383	2481.4769830329938	3787.9971427179476
p112	sil	1009.1032317594231	1716.841446629873	3012.661164235817
p112	m	262.6097595286616	1142.6174178569158	2335.0614910684603
p112	a	649.5628504313063	742.8583926765919	2514.5210908684835
p112	rf	454.40254990640614	1283.094553580839	2286.099926102994
p112	b	314.4276403573856	784.5502515824178	2134.8988824406606
p112	e	424.4657772852065	1858.3171176772962	2306.3389172930665
p112	t	315.88046106048466	1995.4900536855823	2591.676812293235
p112	e	423.9213866024332	961.424467187497	1990.063939057234
p112	sp	1538.127865583689	2067.4996474251134	3135.760755350361
p112	b	235.82648703389933	988.077656519981	2350.1262019014216
p112	o	412.5183191361372	683.5801851846761	2538.567617587985
p112	a	673.7394704140643	1124.0104266930498	2921.5069933216446
p112	sp	1042.89424310269	1871.3688331710189	3086.1795621625097
p112	T	1154.3459430274804	2029.4271884562706	3729.948327081857
p112	o	422.9867698488664	934.1662444820481	2628.852299036706
p112	o	446.4133788214358	687.6105187076465	2419.1427043133635
p112	l	340.05472909290467	990.22319189889	2428.2111468723883
p112	o	442.2539797330464	837.4157672867798	2418.5529251820944
p112	x	344.09734764525604	1479.7589490007729	1939.096205537599
p112	i	333.9690401048786	2259.725496143798	3244.0275468130694
p112	k	307.5872816733646	1817.3216594643213	2625.5948683340816
p112	o	380.163596133902	851.1176834329855	2589.2989646341766
p112	sp	288.251942860324	1879.9081744223647	2820.5602672541218
p112	k	852.3681444725796	2187.685815210344	2623.258342963264
p112	o	384.48422276303467	867.2146601661375	2418.2040066222958
p112	n	359.51393886323814	1519.7840287894442	2478.7980278200334
p112	t	323.19179675231703	1892.8479801074816	2926.0018621114045
p112	rf	422.48656489418016	1121.4923343126964	2410.6635854895294
p112	o	429.50470601061664	761.2661501106693	2263.7247193454027
p112	l	333.54486002724957	1408.8582658130524	2891.289766862921
p112	sp	753.221461170861	1784.8710685642602	2868.190600689675
p112	b	181.37006691976063	1712.4531493687805	2728.201687720586
p112	a	539.5526682619357	1313.1116650870988	2382.132332943704
p112	k	409.2021080376536	1634.6633184452114	2604.824352098873
p112	a	641.1492307759603	1481.3882055844942	1666.6738810388654
p112	n	385.51414333463964	1145.9590976003274	2504.902110115879
p112	t	300.7833595554007	1551.4817240395819	2245.196485588732
p112	e	424.6834282507737	1647.2009556184858	2100.6585992709215
p112	sp	1502.5980712476396	1947.8579799272384	2961.4457322770086
p112	G	356.2656482963811	1535.9374053830838	2583.2710376930427
p112	a	589.7142956751774	1316.7505123641918	2374.9976054030794
p112	l	361.7058298811818	1340.6806898332632	2110.688602749253
p112	b	330.402192397072	797.7530237061338	2338.396330796252
p112	a	752.454511373435	1395.167718054649	3500.7390673644622
p112	n	355.4483624887908	1037.783092804539	2328.170684728685
p112	o	380.9706877252387	745.4986778548589	2068.4247307575324
p112	sp	634.4374950365785	1946.0788552913923	3104.190951696113
p112	k	690.8724963011604	1305.0897909863625	2172.686837557871
p112	o	351.67388369093635	1095.4786558483001	2115.9672895271733
p112	m	304.7406018898301	841.0875183637564	2108.61951714799
p112	e	432.80696097346083	1574.8558358103962	2011.3752650551105
p112	rf	450.3609178012604	1503.5423908852158	2304.288371271295
p112	a	664.7909838838751	1114.2121148400688	2488.9060146786865
p112	s	563.6405865637564	767.9394493664139	2470.921645935808
p112	a	686.7514138716844	1268.0719631075838	2712.2229825304225
p112	p	598.9145271191163	1232.461294430922	2729.656961241826
p112	j	362.928374830313	1211.7400725086543	2150.519788092658
p112	o	371.21451842600004	876.3487712197273	2171.9939882680897
p112	sp	1210.6356217747223	1878.9784242148403	3094.2157570759355
p112	b	191.10332195245547	1164.9242938545535	2478.348499105834
p112	a	583.9692395040167	1220.1406579954562	2568.773695290124
p112	s	758.0324611657067	1791.976477499609	2522.8995332271866
p112	i	360.78187742170655	2217.599468873643	3059.9786811404438
p112	o	376.9723173566134	826.6847502530012	2245.9775301081045
p112	sp	1249.556736686199	2375.025261979042	3385.360691918718
p112	b	312.7010517213129	1064.8432664199158	2609.3166360175337
p112	a	652.2721738053599	1234.744232375472	2602.040908107087
p112	l	363.34350841329757	1388.106652693247	2916.65180850113
p112	i	351.7210969741034	2097.999607182628	2881.2195703370553
p112	x	631.9202058991201	1734.4691707604532	2564.8402190532074
p112	a	559.9488257390088	1430.2629445974178	2529.075447209057
p112	sp	811.9759368566967	1541.634044074028	2191.6160101780315
p112	s	1236.504233316682	2222.8772393412305	3827.4432660237585
p112	e	459.91375301389974	1836.0436338387924	2241.127878456294
p112	x	611.0658977921306	1741.1996786216573	2377.9843916952364
p112	a	610.4046064348232	1433.4143692387447	2278.0107902947793
p112	sp	805.2027362624876	1697.33107591148	2796.7743446798627
p112	a	609.686696085693	1236.5564798207479	2616.50337775172
p112	T	667.9178223812932	1868.4235668258816	2848.380486416552
p112	u	330.0916516530122	667.174420055735	2145.847980664823
p112	l	256.9226120806433	1470.7420985065648	2867.005474926873
p112	sp	1327.9008493698534	2046.6523577114021	3103.516152374778
p112	b	754.1875465744871	1959.8828590908795	2781.919776299761
p112	a	634.4963658632969	927.93687362824	2563.4400024194347
p112	p	474.5347695499385	1200.2309735202666	2446.4521158426273
p112	o	396.3303589066188	685.6444076049666	2290.4074969131198
p112	rf	480.5811655689518	1480.1257310467895	1902.3441181463352
p112	sp	1248.3831907075403	2103.627971010243	3255.611418187948
p112	i	1429.209333546267	2394.087809077083	3361.7128680069027
p112	n	329.1383941619446	639.6912564393977	2248.176176591256
p112	t	295.4115344879997	1511.1013264181004	2528.026435524707
p112	e	440.46722078320107	1597.532861977384	2337.947439989775
p112	rf	376.97830273333625	1525.0108022453674	2294.0980738121298
p112	b	310.1376605557114	1078.8061308826286	2095.8726229517183
p112	e	389.7674322520328	1597.744024866924	2255.0640791177316
p112	ng	316.36877441145367	1109.5730713006471	2258.543808557058
p112	s	1276.144068331702	2835.906040534409	3788.329350043932
p112	j	325.83069423902697	2148.7202547253005	2762.021579603752
p112	o	408.5341334777991	1295.4508868454286	2010.8929997223797
p112	ng	333.80703659274684	1075.8308820065006	2352.020358641788
p112	sp	921.8443866843768	1943.379638112807	3227.700773760598
p112	t	408.9246982057566	1446.8290474977805	2572.5574689763953
p112	o	411.5168801422411	945.3320471724711	2548.220667302029
p112	s	432.8582176633491	1499.7241011939816	3009.9919883005823
p112	u	305.64189273854385	731.7166210468746	2282.6568287269693
p112	t	246.5493752643403	1682.0795511871436	2583.008964054585
p112	i	324.21639909708045	1994.0165310530301	2387.649666862925
p112	l	349.8594821820886	1395.8726368306427	2376.4002476752
p112	sp	1205.958335199114	2260.643689896421	3158.5688019597083
p112	b	355.37065016073524	1048.9997300418613	2346.4006192397014
p112	a	620.6718479881147	1287.324407908869	2452.7914976225975
p112	l	358.43682758757615	1150.4148018694787	2200.6016217402084
p112	i	383.96103127843367	2176.627815221031	2684.3742445432995
p112	s	1540.7823912465965	2595.7201985424927	4037.465117709766
p112	a	543.6555042491681	1346.2236512982222	2626.2114379412546
p112	sp	1198.0687563587844	2333.149928506688	3109.2100175226847
p112	b	1085.2457702686634	2036.4464260789775	3319.2572817331475
p112	a	645.839486376516	1006.3269033747357	2477.1021912104684
p112	n	355.0179798967176	981.1536567608637	2389.7495203702188
p112	d	301.246966375282	1144.283942403267	2298.5357849445127
p112	a	575.4067597700988	1248.8043220853488	2607.7489441604957
p112	sp	813.237097010614	1938.038130766605	2737.03261343894
p112	p	443.112339342872	2053.14153458653	3079.4520825153236
p112	rf	481.9153448516759	1195.7595392161827	2366.6092745955657
p112	o	435.76873484896777	806.7008654743775	2339.8222041082777
p112	s	426.99186381509367	1725.9109365736208	3353.2536919597055
p112	a	573.6970805551373	1128.7366267155007	2719.3269406830127
p112	sp	835.9418220585764	1839.5439190001157	2523.445096919592
p112	s	1255.5879936814167	2318.7717197524826	3695.698932719783
p112	a	501.11070015623454	1316.0374242285852	2281.0787034784234
p112	l	418.45606043321004	867.8547736570226	2301.0041076072334
p112	b	347.5715745579054	948.6513087610532	2557.129982566878
