Participant,Vowel,F1 (Hz),F2 (Hz),F3 (Hz),t1_ph,t2_ph,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,Gender
p119,a,802.4271306306987,1359.1508512045712,2929.252243066552,105.488,105.588,0.09999999999999433,104.99799999999999,105.818,galvano,False,False,b,n,Male
p119,a,721.0982270860942,1559.2143487926685,2519.1922550010117,107.46700000000001,107.54700000000001,0.0799999999999983,107.117,107.70700000000001,comerás,False,False,rf,s,Male
p119,a,775.0886743443988,1465.1807955739819,2572.2050990657685,107.70700000000001,107.82700000000001,0.12000000000000455,107.70700000000001,108.15700000000001,apio,True,False,s,p,Male
p119,a,668.0719914640672,1204.7691452955264,2517.361898260212,109.445,109.525,0.0800000000000125,109.315,110.045,vacío,False,False,b,s,Male
p119,a,619.0634570558248,1503.4852270316392,2435.471279677098,111.47200000000001,111.53200000000001,0.060000000000002274,111.33200000000001,112.052,valija,False,False,b,l,Male
p119,a,812.5869262898242,1526.8832099189135,2795.2252582266888,111.84200000000001,112.052,0.210000000000008,111.33200000000001,112.052,valija,False,True,x,sp,Male
p119,a,796.7031159252241,1504.7701766602704,2748.337147158649,113.28399999999999,113.544,0.2599999999999909,112.884,113.544,ceja,False,True,x,sp,Male
p119,a,734.0136719475295,1535.8510279852453,2666.519940456377,114.384,114.47399999999999,0.09000000000000341,114.384,114.89399999999999,azul,True,False,sp,T,Male
p119,a,671.9587269135154,1258.7324098752624,2452.608551351505,115.837,115.897,0.060000000000002274,115.73700000000001,116.307,vapor,False,False,b,p,Male
p119,a,688.2611700646739,1432.4832931401984,2524.5676012126346,121.365,121.465,0.10000000000000853,121.225,121.945,valiza,False,False,b,l,Male
p119,a,496.5384269235626,1525.2189583658624,2790.9583870683346,121.735,121.945,0.20999999999999372,121.225,121.945,valiza,False,True,s,sp,Male
p119,a,794.5880846919113,1391.7116600598322,2639.3612196794634,123.03299999999999,123.113,0.0799999999999983,122.89299999999999,123.39299999999999,banda,False,False,b,n,Male
p119,a,734.2613168542384,1493.2113057020126,2695.458704560727,123.25299999999999,123.39299999999999,0.14000000000000054,122.89299999999999,123.39299999999999,banda,False,True,d,sp,Male
p119,a,622.9341075441993,1593.970639427038,2530.5027577745277,124.399,124.439,0.039999999999992035,124.34899999999999,124.899,casual,False,False,k,s,Male
p119,a,665.3859950557967,1326.2453027013105,2365.2365265107283,124.649,124.73899999999999,0.09000000000000341,124.34899999999999,124.899,casual,False,False,w,l,Male
p119,a,699.9449591898123,1368.5611957205858,2584.554800698224,131.22299999999998,131.313,0.08999999999997499,130.893,131.463,causal,False,False,s,l,Male
p119,a,660.0942321508472,1495.495948583966,2547.650684236609,134.349,134.399,0.05000000000001137,134.179,135.039,salvación,False,False,s,l,Male
p119,a,607.1471114650051,1383.9550299793752,2546.54063694263,134.519,134.569,0.04999999999998295,134.179,135.039,salvación,False,False,b,s,Male
p119,a,710.224321131646,1431.3189802510929,2650.2960525618523,145.036,145.156,0.12000000000000455,144.576,145.436,ventaja,False,False,t,x,Male
p119,a,806.4104115698593,1496.837175801729,2871.280947035371,145.246,145.436,0.18999999999999773,144.576,145.436,ventaja,False,True,x,sp,Male
p119,a,712.2530980465923,1379.887660160387,2589.414540954505,146.963,147.013,0.05000000000001137,146.843,147.833,vandalismo,False,False,b,n,Male
p119,a,599.6216273648478,1618.404107325282,2468.19888255962,147.113,147.153,0.039999999999992035,146.843,147.833,vandalismo,False,False,d,l,Male
p119,a,665.3060806226079,1632.163368159922,2597.963008461537,155.398,155.488,0.09000000000000341,154.868,156.34799999999998,velatorio,False,False,l,t,Male
p119,a,699.2214878789682,1620.689917711729,2550.145422680759,159.001,159.071,0.06999999999999318,158.921,159.421,charcos,False,False,tS,rf,Male
p119,a,580.2190137333554,1155.0066184276868,2579.527938412674,159.711,159.761,0.04999999999998295,159.421,160.111,olvidados,False,False,D,D,Male
p119,a,683.5867088071673,1314.2306553147062,2461.053664655901,164.27700000000002,164.33700000000002,0.060000000000002274,164.077,164.92700000000002,bajeza,False,False,b,x,Male
p119,a,867.2658951173618,1674.279069758909,2832.9258163437257,164.67700000000002,164.92700000000002,0.25,164.077,164.92700000000002,bajeza,False,True,T,sp,Male
p119,a,793.6651079734775,1593.7727162348624,2922.4634494346033,171.053,171.22299999999998,0.17000000000001592,170.583,171.22299999999998,cintura,False,True,rf,sp,Male
p119,a,774.3714589043062,1418.1480039258731,2651.5820090481,172.497,172.627,0.12999999999999545,172.497,173.347,alboroto,True,False,sp,l,Male
p119,a,729.8792390801193,1345.1521740936396,2700.5900072267586,179.011,179.13099999999997,0.12000000000000455,178.851,179.47099999999998,base,False,False,b,s,Male
p119,a,776.6440040316866,1616.6415011898441,2612.8462269063284,180.71,180.78,0.06999999999999318,180.63,181.16,naranjas,False,False,n,rf,Male
p119,a,727.6607571622371,1665.7478342534134,2643.291689041685,181.01,181.05,0.040000000000020464,180.63,181.16,naranjas,False,False,x,s,Male
p119,a,743.9313782223253,1530.4121822402014,2609.161841060538,181.16,181.22,0.060000000000002274,181.16,181.85,amargas,True,False,s,m,Male
p119,a,780.5003977331502,1357.2427763230842,2634.0254821253147,181.33,181.4,0.06999999999999318,181.16,181.85,amargas,False,False,m,rf,Male
p119,a,623.961867903162,1546.7368607121753,2503.944786253306,181.52,181.62,0.09999999999999433,181.16,181.85,amargas,False,False,G,s,Male
p119,a,723.3287022817935,1482.6611471172257,2510.478560337749,189.805,189.855,0.04999999999998295,189.725,190.295,cabarete,False,False,k,b,Male
p119,a,613.0178100711746,1171.213902047225,2442.232707572353,189.915,189.965,0.05000000000001137,189.725,190.295,cabarete,False,False,b,rf,Male
p119,a,727.2837436808841,1365.3415239893873,2432.630154421201,193.597,193.67700000000002,0.07999999999998407,193.477,194.007,vaca,False,False,b,k,Male
p119,a,814.8101540601648,1552.0222831151636,2641.342773521521,193.817,194.007,0.18999999999999773,193.477,194.007,vaca,False,True,k,sp,Male
p119,a,698.1264973343042,1253.0914858301473,2518.0245831207544,197.03900000000002,197.15900000000002,0.12000000000000455,196.799,197.429,trabajas,False,False,b,x,Male
p119,a,636.6536275580829,1427.797460720153,2461.9334957946357,197.24900000000002,197.31900000000002,0.06999999999999318,196.799,197.429,trabajas,False,False,x,s,Male
p119,a,598.8662517694381,1463.5304256775253,2514.689829512145,197.429,197.46900000000002,0.039999999999992035,197.429,197.90900000000002,afuera,True,False,s,f,Male
p119,a,860.3706552000498,1672.5212700161326,2893.0576057506864,197.709,197.90900000000002,0.19999999999998866,197.429,197.90900000000002,afuera,False,True,rf,sp,Male
p119,a,575.4449141577595,1438.4947604397705,2472.962847697724,201.301,201.361,0.060000000000002274,201.231,201.74099999999999,vaciar,False,False,b,s,Male
p119,a,769.8977079692346,1349.75386992756,2614.060440146109,202.68099999999998,202.831,0.14999999999997726,202.68099999999998,203.21099999999998,alba,True,False,sp,l,Male
p119,a,805.3577851075514,1432.7893179455746,2811.5086834162707,203.00099999999998,203.21099999999998,0.210000000000008,202.68099999999998,203.21099999999998,alba,False,True,b,sp,Male
p119,a,686.9676342675202,1539.77271619665,2480.4106261711167,205.167,205.227,0.060000000000002274,204.877,205.857,encadenado,False,False,k,D,Male
p119,a,776.8961722676677,1445.497490157395,2834.022902714903,205.437,205.537,0.09999999999999433,204.877,205.857,encadenado,False,False,n,D,Male
p119,a,715.4704249248014,1757.4556641696759,2544.09948156415,209.22400000000002,209.31400000000002,0.09000000000000341,208.88400000000001,209.66400000000002,brillante,False,False,L,n,Male
p119,a,727.7732947315437,1405.7689739821164,2637.230478631727,212.55700000000002,212.707,0.15000000000000568,212.207,212.83700000000002,general,False,False,rf,l,Male
p119,a,690.1533133322099,1459.5633997980676,2461.8960161719588,215.66099999999997,215.78099999999998,0.12000000000000455,215.66099999999997,216.31099999999998,abanicos,True,False,sp,b,Male
p119,a,691.0627805540871,1433.0903931458456,2524.839452346153,217.419,217.479,0.060000000000002274,217.329,217.86900000000003,vanidad,False,False,b,n,Male
p119,a,719.8238140189972,1539.025110718828,2672.960222548956,217.68900000000002,217.86900000000003,0.18000000000000682,217.329,217.86900000000003,vanidad,False,True,D,sp,Male
p119,a,716.456480424353,1330.6453052019701,2675.5902806266954,218.838,218.958,0.12000000000000455,218.708,219.328,vaso,False,False,b,s,Male
p119,a,632.7038542380657,1336.4752490598526,2484.7292791989357,220.468,220.558,0.09000000000000341,220.468,220.968,alto,True,False,s,l,Male
p119,a,724.8495394716707,1681.3003322864672,2974.241312455333,224.253,224.453,0.20000000000001705,223.843,224.453,vainilla,False,True,L,sp,Male
p119,a,767.3769568661871,1658.3931821952685,2729.43271222506,235.976,236.08599999999998,0.11000000000001364,235.676,236.18599999999998,señal,False,False,n~,l,Male
p119,a,800.8189970492339,1144.1185708191827,2723.024650979807,237.457,237.547,0.09000000000000341,237.27700000000002,237.797,lanas,False,False,l,n,Male
