Participant,Vowel,F1 (Hz),F2 (Hz),F3 (Hz),t1_ph,t2_ph,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,Gender
p113,a,847.425364743598,1467.4755634059588,2678.720233387668,0.746,0.856,0.11,0.5660000000000001,1.086,bajo,False,False,b,x,Female
p113,a,837.0404525585052,1541.1402207767444,2632.325337851857,6.234,6.334,0.09999999999999963,6.124,6.8039999999999985,básico,False,False,b,s,Female
p113,a,801.9779405479946,1878.5773332658425,2766.545397959333,11.101,11.251,0.14999999999999858,10.640999999999998,11.321,bacterias,False,False,j,s,Female
p113,a,742.800861203642,1851.096177863113,2700.292082271505,15.720999999999998,15.771,0.05000000000000071,15.691,15.841,las,False,False,l,s,Female
p113,a,705.3883001373523,1739.0199459776536,2699.1642754253944,15.841,15.911,0.07000000000000027,15.841,16.361,amigas,True,False,s,m,Female
p113,a,666.1067307338808,1737.7924459390515,2531.9471878283184,16.191,16.301,0.10999999999999943,15.841,16.361,amigas,False,False,G,s,Female
p113,a,810.8970632467758,1701.4861689686927,2896.87796289395,20.083,20.183,0.10000000000000142,19.973,20.563,valor,False,False,b,l,Female
p113,a,768.6739897784918,1694.2356791391778,2664.3871432934106,28.41,28.49,0.0799999999999983,28.3,29.07,zanahoria,False,False,s,n,Female
p113,a,792.7664531136099,1779.6573387511874,2589.1372444228714,34.597,34.647,0.04999999999999717,34.567,35.277,valuación,False,False,b,l,Female
p113,a,712.1657232939386,1712.5968953339254,2777.2385750177336,34.797,34.857,0.060000000000002274,34.567,35.277,valuación,False,False,w,T,Female
p113,a,725.7296477800725,1823.2474169002546,2156.8598930376347,37.514,37.594,0.0799999999999983,37.484,37.834,cajas,False,False,k,x,Female
p113,a,866.7769279020778,1756.721491796422,2607.8778910241463,37.674,37.764,0.09000000000000341,37.484,37.834,cajas,False,False,x,s,Female
p113,a,750.0312351889485,1631.4575722514276,2775.2684208288542,37.834,37.884,0.04999999999999717,37.834,38.534,amarillas,True,False,s,m,Female
p113,a,755.4941328989856,1684.2012664329975,2747.365334963829,37.984,38.044,0.059999999999995175,37.834,38.534,amarillas,False,False,m,rf,Female
p113,a,801.0931322807531,1841.836600489252,2584.2051665227273,38.244,38.374,0.13000000000000256,37.834,38.534,amarillas,False,False,L,s,Female
p113,a,761.6575317532637,1619.5176297370417,2488.027375523989,44.707,44.807,0.10000000000000142,44.667,45.337,carbono,False,False,k,rf,Female
p113,a,767.6604656801272,1635.8593729834577,2446.677199129309,54.056,54.236,0.17999999999999972,53.466,54.356,pulverizar,False,False,T,rf,Female
p113,a,767.6677343236646,1637.8414838561325,1868.3842851388647,56.177,56.257,0.0799999999999983,56.087,56.777,paqueta,False,False,p,k,Female
p113,a,669.3005209414314,1690.0317097584912,2492.1776789368187,56.607,56.777,0.1700000000000017,56.087,56.777,paqueta,False,True,t,sp,Female
p113,a,752.6602190309717,1557.8956030411227,2562.8938668776354,58.273,58.303,0.02999999999999403,58.273,58.573,hablas,True,False,,b,Female
p113,a,744.9249234340216,1879.2788908378545,2898.971431891442,58.423,58.493,0.07000000000000027,58.273,58.573,hablas,False,False,l,s,Female
p113,a,706.9684552117703,1858.0060295773928,2831.551853288309,58.573,58.633,0.060000000000002274,58.573,59.043,aquí,True,False,s,k,Female
p113,a,757.4257393081429,1605.9295278529626,2597.94592267216,60.58,60.64,0.060000000000002274,60.49,61.35,vacaciones,False,False,b,k,Female
p113,a,814.6796086065981,1598.3081455488668,2723.7587247140264,63.469,63.549,0.0799999999999983,63.339,64.029,balcón,False,False,b,l,Female
p113,a,661.680644107323,1574.3062685716602,2273.3337894724805,68.259,68.449,0.18999999999999773,67.87899999999999,68.449,lucha,False,True,tS,sp,Female
p113,a,649.2302809760454,1574.0594744218772,2155.490961957255,70.005,70.195,0.18999999999999773,69.605,70.195,boca,False,True,k,sp,Female
p113,a,758.5531198263907,1507.4696439908253,2672.537617909133,72.134,72.204,0.06999999999999318,72.134,72.824,hambriento,True,False,s,m,Female
p113,a,792.1527700765698,1623.711351018853,2576.640186131738,85.67,85.74,0.06999999999999318,85.64,86.35,vagoneta,False,False,b,G,Female
p113,a,659.1349060987873,1671.993824205133,2342.325401764625,86.21,86.35,0.14000000000000054,85.64,86.35,vagoneta,False,True,t,sp,Female
p113,a,808.205664804993,1699.919218589863,2643.325552232483,89.958,90.098,0.14000000000000054,89.85799999999998,90.208,las,False,False,l,s,Female
p113,a,821.320852909999,1839.2739441965314,2652.7780539686028,90.618,90.678,0.060000000000002274,90.248,90.808,ailas,False,False,l,s,Female
p113,a,802.9793994646768,1768.965326303113,2644.294453503903,95.074,95.144,0.07000000000000739,94.974,95.904,balsámico,False,False,b,l,Female
p113,a,820.6676357039267,1672.0662031425436,2266.1892246790835,99.598,99.688,0.09000000000000341,99.528,100.258,balcero,False,False,b,l,Female
p113,a,859.7881954087004,1574.3767722805273,2727.583132940095,101.762,101.892,0.12999999999999545,101.762,102.742,asado,True,False,,s,Female
p113,a,866.6865368936113,1725.3723747048284,2563.039314192184,105.653,105.823,0.1699999999999875,105.493,106.163,valle,False,False,b,L,Female
p113,a,784.3548387225273,1453.9992131352328,2636.324884572105,107.874,107.974,0.10000000000000853,107.764,108.544,basura,False,False,b,s,Female
p113,a,784.9275763130562,1787.5113524986261,2815.9222894924706,110.406,110.506,0.09999999999999433,110.366,110.826,tareas,False,False,t,rf,Female
p113,a,756.6536940336632,1720.7221816702179,2693.774087966325,111.066,111.186,0.12000000000000455,110.826,111.256,hechas,False,False,tS,s,Female
p113,a,910.0554973516977,1616.5166236709665,2651.273427193846,114.594,114.674,0.0800000000000125,114.444,115.344,marbete,False,False,m,rf,Female
p113,a,779.6845994888312,1576.1250349357376,2592.130001573886,122.267,122.347,0.0799999999999983,122.157,123.027,vacante,False,False,b,k,Female
p113,a,747.2844574840732,1714.066209970705,2389.702080208237,122.467,122.587,0.12000000000000455,122.157,123.027,vacante,False,False,k,n,Female
p113,a,788.3893027278247,1715.236798926426,2517.640030380411,124.263,124.413,0.14999999999999147,124.133,125.173,galvano,False,False,G,l,Female
p113,a,901.3627613282576,1580.709122556947,2649.6389896005717,124.663,124.813,0.15000000000000568,124.133,125.173,galvano,False,False,b,n,Female
p113,a,815.2253081045874,1656.585160629852,2503.01313305119,126.618,126.748,0.13000000000000966,126.268,126.848,comerás,False,False,rf,s,Female
p113,a,889.0722364655447,1667.355523303745,2610.66495654344,126.848,127.058,0.210000000000008,126.848,127.438,apio,True,False,s,p,Female
p113,a,807.2959790617326,1840.9156979837112,2722.2571037686785,128.605,128.665,0.060000000000002274,128.575,129.195,vacío,False,False,b,s,Female
p113,a,852.6836557215648,1701.319160017488,2688.1178668169077,132.918,133.018,0.09999999999999433,132.768,133.56799999999998,valija,False,False,b,l,Female
p113,a,838.2505749993775,1527.3453210271937,1988.941497300712,139.017,139.17700000000002,0.1599999999999966,139.017,139.61700000000002,azul,True,False,sp,T,Female
p113,a,819.1152151918706,1490.7192730169463,2585.5784399259865,151.47899999999996,151.579,0.09999999999999433,151.41899999999995,152.149,valiza,False,False,b,l,Female
p113,a,800.7819822450058,1596.1486454693118,2171.5497218404794,151.839,152.149,0.3100000000000023,151.41899999999995,152.149,valiza,False,True,s,sp,Female
p113,a,920.6744815521907,1549.229195738589,1942.4203083257355,153.505,153.645,0.14000000000001478,153.325,154.025,banda,False,False,b,n,Female
p113,a,705.577078007959,1717.383038474807,2662.577149584349,153.795,154.025,0.2300000000000182,153.325,154.025,banda,False,True,d,sp,Female
p113,a,723.5469881307547,1612.1960202947437,2490.5742843145167,155.952,156.122,0.17000000000001592,155.562,156.122,prosa,False,True,s,sp,Female
p113,a,753.0382694617274,1685.1031831438725,2658.04179490478,157.783,157.873,0.09000000000000341,157.713,158.523,salvación,False,False,s,l,Female
p113,a,712.7385305105987,1617.4743846365088,2699.066869712219,157.983,158.083,0.09999999999999433,157.713,158.523,salvación,False,False,b,s,Female
p113,a,812.7342036359418,1544.237456840337,2444.457835326931,170.324,170.454,0.12999999999999545,169.984,170.794,ventaja,False,False,t,x,Female
p113,a,780.9403944001773,1554.5571391921435,2541.174259344917,180.506,180.596,0.09000000000000341,180.236,181.216,velatorio,False,False,l,t,Female
p113,a,843.8967842508107,1634.984685732313,2393.937828928519,186.212,186.312,0.10000000000002274,186.092,186.712,charcos,False,False,tS,rf,Female
p113,a,795.1104543946112,1651.2592072830826,2660.084730052463,187.102,187.172,0.06999999999999318,186.742,187.662,olvidados,False,False,D,D,Female
p113,a,784.3851121051811,1615.1319442535446,2527.2106535172197,188.974,189.064,0.09000000000000341,188.694,189.624,convalecer,False,False,V,l,Female
p113,a,845.7004089097054,1512.0224813289594,2604.235655588945,190.929,191.019,0.09000000000000341,190.739,191.609,bajeza,False,False,b,x,Female
p113,a,899.2816723620857,1598.7666336835566,2589.233119307757,198.904,199.024,0.12000000000000455,198.904,199.754,alboroto,True,False,sp,l,Female
p113,a,825.4366021087379,1466.2521199031055,2557.1126483375533,204.685,204.865,0.18000000000000682,204.495,205.255,base,False,False,b,s,Female
p113,a,807.7519614823008,1343.6304453662815,1867.284331774434,206.393,206.503,0.10999999999998522,206.313,207.083,naranjas,False,False,n,rf,Female
p113,a,775.1092756286249,1678.8691241482345,2308.3592735114607,206.563,206.653,0.09000000000000341,206.313,207.083,naranjas,False,False,rf,ng,Female
p113,a,754.1065317704465,1729.041786809895,2404.8265514594227,206.843,206.963,0.12000000000000455,206.313,207.083,naranjas,False,False,x,s,Female
p113,a,922.5816557948197,1583.128143033506,2756.816280092495,207.113,207.233,0.12000000000000455,207.113,207.823,amargas,True,False,sp,m,Female
p113,a,848.0450952539078,1609.5975379464978,2440.010692868503,207.353,207.463,0.10999999999998522,207.113,207.823,amargas,False,False,m,rf,Female
p113,a,702.507611968064,1703.8240438861599,2376.9092012529118,207.603,207.723,0.12000000000000455,207.113,207.823,amargas,False,False,G,s,Female
p113,a,781.2658922423003,1531.1839625348239,1980.0855352623407,211.211,211.321,0.10999999999998522,211.141,211.781,cabaret,False,False,k,b,Female
p113,a,759.9718559624748,1582.5284980217075,2342.2612535813173,211.401,211.501,0.09999999999999433,211.141,211.781,cabaret,False,False,b,rf,Female
p113,a,803.2515197065777,1822.2044691971241,2533.049016898263,213.097,213.217,0.12000000000000455,212.837,213.537,payaso,False,False,aI,s,Female
p113,a,845.3038044533968,1547.3408799237238,2400.771496023007,214.728,214.868,0.13999999999998636,214.578,215.208,vaca,False,False,b,k,Female
p113,a,763.4673535938147,1812.0246010000367,2481.505476821635,215.008,215.208,0.19999999999998866,214.578,215.208,vaca,False,True,k,sp,Female
p113,a,799.8296768829476,1489.1084238988626,2384.186546068975,218.462,218.592,0.13000000000002387,218.162,218.962,trabajas,False,False,b,x,Female
p113,a,751.2815323181212,1608.958201821529,2478.9781600279944,218.742,218.882,0.14000000000001478,218.162,218.962,trabajas,False,False,x,s,Female
p113,a,804.3795025804982,1486.8530004157935,2653.232221903333,218.962,219.042,0.0800000000000125,218.962,219.502,afuera,True,False,s,f,Female
p113,a,809.0799754102511,1661.8527207449447,2430.5481802758645,219.352,219.502,0.15000000000000568,218.962,219.502,afuera,False,True,rf,,Female
p113,a,774.9491611826368,1797.7853533699072,2015.5892977477404,222.763,222.953,0.18999999999999773,222.363,223.083,vaciar,False,False,j,rf,Female
p113,a,885.1251565212598,1558.0431332378664,2499.750327692696,223.954,224.174,0.21999999999999886,223.954,224.654,alba,True,False,sp,l,Female
p113,a,693.7699037117568,1724.5663985183646,2413.343802553817,229.593,229.653,0.060000000000002274,229.423,230.203,encadenado,False,False,k,D,Female
p113,a,737.0645012944009,1710.6038268028835,2600.261980926216,229.893,229.993,0.09999999999999433,229.423,230.203,encadenado,False,False,n,D,Female
p113,a,773.0993806891593,1382.6102461061632,2255.864378633308,233.789,233.899,0.11000000000001364,233.469,234.289,brillante,False,False,L,n,Female
p113,a,811.5650928214886,1625.0999574698044,2433.303068616131,239.148,239.308,0.1599999999999966,238.718,239.428,general,False,False,rf,l,Female
p113,a,812.4543221277257,1602.5281911666566,2361.863987742208,243.79,243.94,0.15000000000000568,243.79,244.66,abanicos,True,False,sp,b,Female
p113,a,804.6207116840965,1591.6828817852206,2573.582340818229,243.99,244.09,0.09999999999999433,243.79,244.66,abanicos,False,False,b,n,Female
p113,a,852.6714628542101,1630.390787820893,1885.8718062082235,251.727,251.987,0.2599999999999909,251.287,251.987,vanidad,False,True,D,sp,Female
p113,a,921.9084072244963,1649.1709115486356,2438.8143914427146,261.088,261.248,0.15999999999996814,261.088,261.608,alto,True,False,sp,l,Female
p113,a,729.4776996968018,1860.9856331474875,2492.570283131056,269.268,269.478,0.2100000000000364,268.728,269.478,vainilla,False,True,L,sp,Female
p113,a,740.4319649958694,1685.2496157843946,2539.675417456905,276.201,276.281,0.07999999999998407,276.141,277.221,carbohidratos,False,False,k,rf,Female
p113,a,753.7088870562407,1637.4021901390513,2500.8986909710848,276.671,276.771,0.10000000000002274,276.141,277.221,carbohidratos,False,False,rf,t,Female
p113,a,842.125824624063,1818.370070512496,2559.180429426001,278.721,278.891,0.17000000000001592,278.321,279.051,señal,False,False,n~,l,Female
p113,a,869.6486111478782,1619.7018601463467,1870.1900600458828,281.7290000000001,281.8590000000001,0.12999999999999545,281.7290000000001,282.409,anchas,True,False,sp,n,Female
p113,a,795.3724890767587,1730.7632297749524,2654.1766737496005,282.019,282.1790000000001,0.15999999999996814,281.7290000000001,282.409,anchas,False,False,tS,s,Female
p113,a,823.4353035229643,1703.182438288895,2523.942555478041,286.39,286.48,0.09000000000003182,286.06,286.93,literatura,False,False,rf,t,Female
p113,a,663.9614680288148,1736.0801350182974,1972.8253474450887,286.73,286.93,0.19999999999998866,286.06,286.93,literatura,False,True,rf,sp,Female
p113,a,758.0557331477527,1691.9455351716585,2273.312578362119,288.639,288.709,0.06999999999999318,288.3590000000001,289.189,escavador,False,False,k,b,Female
p113,a,767.6023728506883,1490.8512908988519,2587.341536596593,288.809,288.849,0.03999999999996362,288.3590000000001,289.189,escavador,False,False,b,D,Female
p113,a,878.5396778455948,1612.311904194351,2532.099675612501,292.773,292.883,0.1099999999999568,292.593,293.283,válido,False,False,b,l,Female
p113,a,863.1283878630908,1625.4180750699027,2227.8394835997283,304.5490000000001,304.6790000000001,0.12999999999999545,304.5490000000001,305.249,acabar,True,False,sp,k,Female
p113,a,788.7381380993977,1704.0819914369745,2375.8721074494088,304.769,304.839,0.06999999999999318,304.5490000000001,305.249,acabar,False,False,k,b,Female
p113,a,837.0967022440042,1565.89669184513,2456.9105237506283,305.009,305.139,0.12999999999999545,304.5490000000001,305.249,acabar,False,False,b,rf,Female
p113,a,859.288596178703,1531.8305615684653,2564.977852907909,312.326,312.466,0.13999999999998636,312.326,313.256,abastecer,True,False,sp,b,Female
p113,a,767.0630334783583,1522.1295922664901,2620.07242888902,312.536,312.616,0.07999999999998407,312.326,313.256,abastecer,False,False,b,s,Female
p113,a,855.0829905114334,1538.8410797404333,2467.3556869222057,314.811,314.921,0.11000000000001364,314.811,315.691,abandonar,True,False,sp,b,Female
p113,a,820.8744789959993,1479.4018168421287,2301.935984846577,314.991,315.071,0.08000000000004093,314.811,315.691,abandonar,False,False,b,n,Female
p113,a,701.2638034939163,1438.041314730169,2124.5509714833083,315.351,315.541,0.18999999999999773,314.811,315.691,abandonar,False,False,n,rf,Female
p113,a,701.5466013196934,1688.1997210242457,2520.116113125181,317.088,317.308,0.21999999999997044,316.818,317.308,zona,False,True,n,sp,Female
p113,a,798.3473582781443,1524.2268362338655,2664.1424357829324,320.261,320.371,0.1099999999999568,320.141,320.861,balada,False,False,b,l,Female
p113,a,787.3504308403097,1617.5681496375437,2605.3516667828603,320.691,320.861,0.17000000000001592,320.141,320.861,balada,False,True,D,sp,Female
p113,a,891.3373845692447,1593.3761364691602,2519.8149418411604,322.079,322.2390000000001,0.15999999999996814,322.079,322.789,albino,True,False,sp,l,Female
p113,a,870.5958497482144,1839.4183657408787,2581.2021238945513,324.591,324.671,0.07999999999998407,324.261,324.951,terminarás,False,False,n,rf,Female
p113,a,785.0940777300232,1389.8698594681814,1924.3798222711127,324.731,324.851,0.12000000000000455,324.261,324.951,terminarás,False,False,rf,s,Female
p113,a,693.4996828943857,1668.015767404083,2498.721531107879,328.75,328.97,0.22000000000002728,328.21,328.97,revista,False,True,t,sp,Female
p113,a,668.5501178813881,1636.107866491908,2725.525427125644,330.406,330.476,0.06999999999999318,330.126,330.546,nuestras,False,False,rf,s,Female
p113,a,714.1236166223944,1668.6924149250247,2349.5325918166363,330.776,330.876,0.0999999999999659,330.546,331.496,ubicaciones,False,False,k,T,Female
p113,a,771.2380369543729,1622.9086897437135,2333.422071113385,332.401,332.481,0.07999999999998407,332.311,333.001,vaquera,False,False,b,k,Female
p113,a,656.8568044217003,1743.5604111747311,2564.431050992195,332.791,333.001,0.20999999999997954,332.311,333.001,vaquera,False,True,rf,sp,Female
p113,o,541.8947152112573,877.1007151433922,2625.496350193981,0.986,1.086,0.10000000000000007,0.5660000000000001,1.086,bajo,False,True,x,,Female
p113,o,633.9130704187285,1048.5663847742487,2745.508572465952,3.898,3.998,0.10000000000000007,3.848,4.348,zombi,False,False,T,m,Female
p113,o,522.6028913486525,976.6840597352658,2544.417412062833,6.634,6.8039999999999985,0.16999999999999993,6.124,6.8039999999999985,básico,False,True,k,sp,Female
p113,o,697.1917782547205,864.2215449326892,2424.199780348203,13.752,13.862,0.10999999999999943,13.422,13.982,árbol,False,False,b,l,Female
p113,o,611.9961909513637,1008.3339406941388,2776.680465016995,20.303,20.433,0.129999999999999,19.973,20.563,valor,False,False,l,rf,Female
p113,o,618.0288353878567,1216.1027931460578,2444.0351717901417,31.562,31.722,0.16000000000000014,31.212,31.722,libro,False,True,rf,sp,Female
p113,o,662.4001591313863,1096.1991619044027,2450.2732903641504,40.948,41.008,0.060000000000002274,40.708,41.438,barómetro,False,False,rf,m,Female
p113,o,535.1177485804816,1114.3817316385982,2481.833388657009,41.328,41.438,0.10999999999999943,40.708,41.438,barómetro,False,True,rf,sp,Female
p113,o,572.2024439022126,797.0924055062093,2513.8360309195555,44.967,45.087,0.12000000000000455,44.667,45.337,carbono,False,False,b,n,Female
p113,o,617.0974251134162,1006.7744998295892,2651.002095188468,45.187,45.337,0.15000000000000568,44.667,45.337,carbono,False,True,n,sp,Female
p113,o,727.8616384886589,1059.2282904469275,2475.495255771822,47.148,47.328,0.17999999999999972,46.74800000000001,47.328,bisco,False,True,k,sp,Female
p113,o,636.8372642442795,1091.4033577112382,2522.169566746302,49.543,49.683,0.14000000000000054,49.223,49.683,cero,False,True,rf,sp,Female
p113,o,637.0161532329832,1114.2566491100683,2867.1582704356024,51.458,51.548,0.09000000000000341,51.348,52.018,lógica,False,False,l,x,Female
p113,o,596.2104017124433,896.3538445433841,2472.5219170203995,63.75899999999999,63.889,0.13000000000000256,63.339,64.029,balcón,False,False,k,ng,Female
p113,o,570.2607388431503,853.4247002889102,2972.1734130973878,69.765,69.885,0.12000000000000455,69.605,70.195,boca,False,False,b,k,Female
p113,o,649.314505915943,1236.0231093093612,2492.4530256126563,74.704,74.834,0.13000000000000966,74.17399999999998,74.834,vecino,False,True,n,sp,Female
p113,o,539.5590042270247,1096.6695775900293,2463.871958997456,77.087,77.247,0.1599999999999966,76.477,77.247,vampiro,False,True,rf,sp,Female
p113,o,581.7591564068811,1073.7137453655805,2740.421674558567,80.828,80.918,0.09000000000000341,80.558,81.148,cebolla,False,False,b,L,Female
p113,o,628.5112099620727,881.1232735626683,2766.4729633953198,83.329,83.469,0.14000000000000054,83.329,83.919,hotel,True,False,sp,t,Female
p113,o,545.9172954964653,1086.6405889365317,2594.3085774749898,85.8,85.9,0.10000000000000853,85.64,86.35,vagoneta,False,False,G,n,Female
p113,o,570.4230526012692,811.066260778976,2988.0606789879394,88.022,88.152,0.12999999999999545,87.962,88.50200000000002,polvo,False,False,p,l,Female
p113,o,614.6452529366954,841.5714634561435,2625.650066338265,88.31200000000003,88.50200000000002,0.18999999999999773,87.962,88.50200000000002,polvo,False,True,b,sp,Female
p113,o,642.1021484946751,945.5462926500908,2553.555588394075,95.724,95.904,0.1799999999999926,94.974,95.904,balsámico,False,True,k,sp,Female
p113,o,635.6383284709739,968.8905727753473,2481.530222087585,100.098,100.258,0.1599999999999966,99.528,100.258,balcero,False,True,rf,sp,Female
p113,o,619.0857637159105,1113.8904779940433,2858.705226993922,118.973,119.033,0.060000000000002274,118.733,119.443,zoológico,False,False,l,x,Female
p113,o,570.2395013068414,991.484554321852,2530.285430656328,119.283,119.443,0.1599999999999966,118.733,119.443,zoológico,False,True,k,sp,Female
p113,o,622.1303464168511,1020.8741800880382,2460.6212473524834,120.594,120.644,0.05000000000001137,120.564,121.194,control,False,False,k,n,Female
p113,o,619.7791975593888,1077.0425597054505,2640.2549818329385,120.864,121.044,0.1799999999999926,120.564,121.194,control,False,False,rf,l,Female
p113,o,491.0600667173155,1047.2935487619077,2158.896927958307,124.923,125.173,0.25,124.133,125.173,galvano,False,True,n,sp,Female
p113,o,617.818374292023,907.1973145118358,2779.9134115063484,126.338,126.398,0.060000000000002274,126.268,126.848,comerás,False,False,k,m,Female
p113,o,556.8448993886544,1107.954664521351,2536.798965997266,127.258,127.438,0.18000000000000682,126.848,127.438,apio,False,True,j,sp,Female
p113,o,579.0396123434998,864.6638774529622,2866.857596440463,142.003,142.19299999999996,0.19000000000002606,141.69299999999996,142.343,vapor,False,False,p,rf,Female
p113,o,615.3738288183682,1084.3080757599193,2818.603436455225,155.71200000000005,155.832,0.12000000000000455,155.562,156.122,prosa,False,False,rf,s,Female
p113,o,598.2261780121237,1089.0587870795182,2544.190297030015,160.515,160.655,0.14000000000001478,159.995,160.655,líquido,False,True,D,sp,Female
p113,o,639.6263632071834,1153.1299498089884,2853.0633029568958,167.94299999999996,168.053,0.10999999999998522,167.793,168.123,los,False,False,l,s,Female
p113,o,646.0516287468955,982.4481522383079,2976.861642226005,168.153,168.243,0.09000000000000341,168.153,169.053,obreros,True,False,sp,b,Female
p113,o,659.9518514528195,1151.6253368078733,2416.211551968391,168.563,168.673,0.11000000000001364,168.153,169.053,obreros,False,False,rf,s,Female
p113,o,616.1834716192569,960.8697650499035,2676.0692577293626,174.392,174.55200000000005,0.1599999999999966,174.24200000000005,174.80200000000005,zorro,False,False,T,r,Female
p113,o,586.5969183851722,1071.185836581953,2382.7222661295705,174.65200000000004,174.80200000000005,0.15000000000000568,174.24200000000005,174.80200000000005,zorro,False,True,r,sp,Female
p113,o,620.6012435691308,944.510368707318,2685.4788152721553,176.179,176.27900000000002,0.09999999999999433,176.11900000000003,176.87900000000005,porvenir,False,False,p,rf,Female
p113,o,589.9279618962927,1008.8014397374546,2432.836847869809,178.58900000000003,178.769,0.18000000000000682,178.02900000000002,178.769,limpio,False,True,j,sp,Female
p113,o,564.1650132237407,917.2293385526973,2530.493766028006,180.726,180.866,0.14000000000001478,180.236,181.216,velatorio,False,False,t,rf,Female
p113,o,550.6828556394455,1267.9278738980631,2561.3136009267664,181.026,181.216,0.18999999999999773,180.236,181.216,velatorio,False,True,j,,Female
p113,o,638.9108631377746,930.9976569511296,2496.6704195997863,182.275,182.365,0.09000000000000341,182.185,182.965,convoy,False,False,k,m,Female
p113,o,620.5748214598443,1038.4096531494217,2742.1129344555434,186.492,186.632,0.14000000000001478,186.092,186.712,charcos,False,False,k,s,Female
p113,o,631.3241906354609,1007.1322012781073,2576.110790124022,186.742,186.832,0.09000000000000341,186.742,187.662,olvidados,True,False,sp,l,Female
p113,o,614.8203185025137,980.9039788410167,2405.5960684916363,188.754,188.814,0.060000000000002274,188.694,189.624,convalecer,False,False,k,ng,Female
p113,o,606.0053160237611,986.9219494167343,2883.887269999796,192.873,192.973,0.10000000000002274,192.703,193.363,lobo,False,False,l,b,Female
p113,o,564.740443473783,852.1555597408102,2488.7631861065893,195.498,195.608,0.11000000000001364,195.008,196.038,hiperbólico,False,False,b,l,Female
p113,o,561.4854031588628,932.0491798694344,2586.199269975741,195.868,196.038,0.17000000000001592,195.008,196.038,hiperbólico,False,True,k,sp,Female
p113,o,547.0606782403904,822.4483293201123,2634.4318706092026,199.164,199.254,0.09000000000000341,198.904,199.754,alboroto,False,False,b,rf,Female
p113,o,593.3971741967812,1076.1253227802265,2892.6076122519103,199.324,199.444,0.11999999999997613,198.904,199.754,alboroto,False,False,rf,t,Female
p113,o,648.6643397748965,1057.9388710630428,2375.974724198157,199.564,199.754,0.18999999999999773,198.904,199.754,alboroto,False,True,t,sp,Female
p113,o,571.4145350055193,998.0837344002038,2462.941641326918,200.946,201.026,0.0800000000000125,200.836,201.556,longitud,False,False,l,n,Female
p113,o,601.8326991008621,965.3368340480297,2432.0807788183365,203.092,203.222,0.12999999999999545,202.622,203.522,bigote,False,False,G,t,Female
p113,o,692.2433036041202,1185.3219970604719,2787.139817802606,216.64,216.78,0.14000000000001478,216.21,216.96,véctor,False,False,t,rf,Female
p113,o,587.1036259934875,864.492666294543,3128.689165063373,220.851,220.981,0.12999999999999545,220.661,221.371,fósil,False,False,f,s,Female
p113,o,596.3610708021729,974.27286988973,2411.342281731981,232.148,232.288,0.14000000000001478,231.688,232.288,pesero,False,True,rf,sp,Female
p113,o,568.1406456677674,897.3043962969231,2472.021900920644,244.35,244.51,0.1599999999999966,243.79,244.66,abanicos,False,False,k,s,Female
p113,o,639.5152616000132,937.9672004036121,2821.5751979501983,253.924,254.124,0.19999999999998866,253.43400000000003,254.124,vaso,False,True,s,sp,Female
p113,o,614.2536025061738,1284.6569565569382,2908.179949706356,260.818,260.958,0.1400000000000432,260.578,261.058,dios,False,False,j,s,Female
p113,o,588.2150675609588,939.21005697359,2286.91910218989,271.06,271.18,0.12000000000000455,270.68,271.5,circonio,False,False,k,n,Female
p113,o,599.0249274927853,949.3969114787956,2530.9708587364817,271.36,271.5,0.13999999999998636,270.68,271.5,circonio,False,True,j,sp,Female
p113,o,589.1699696696093,1034.0678701067006,2594.0374551277905,272.936,273.006,0.06999999999999318,272.796,273.776,bochornoso,False,False,b,tS,Female
p113,o,612.8032612722665,1295.6789143304488,2479.2610587372683,273.126,273.206,0.08000000000004093,272.796,273.776,bochornoso,False,False,tS,rf,Female
p113,o,690.8726313535014,986.0942617003993,2400.232134069781,273.356,273.486,0.12999999999999545,272.796,273.776,bochornoso,False,False,n,s,Female
p113,o,567.7856689378417,1059.7127061781696,2384.1131717012117,273.616,273.776,0.16000000000002498,272.796,273.776,bochornoso,False,True,s,sp,Female
p113,o,595.5948888014033,984.2672093202988,2527.201099932809,276.891,276.991,0.0999999999999659,276.141,277.221,carbohidratos,False,False,t,s,Female
p113,o,607.0153033913163,970.2981883511992,2545.519400201561,289.019,289.129,0.11000000000001364,288.3590000000001,289.189,escavador,False,False,D,rf,Female
p113,o,654.3878687565189,1052.2738795029609,2468.650786977217,293.103,293.283,0.18000000000000682,292.593,293.283,válido,False,True,D,sp,Female
p113,o,677.9882225583688,1069.5719566256157,2495.1848237439317,297.118,297.308,0.18999999999999773,296.718,297.308,liso,False,True,s,sp,Female
p113,o,614.8829996149058,1141.8373764538428,2866.6675809121916,301.213,301.353,0.13999999999998636,300.703,301.513,enanitos,False,False,t,s,Female
p113,o,597.0618892166455,1087.3685262495676,2492.4014477901364,303.157,303.247,0.09000000000003182,302.837,303.567,brócoli,False,False,k,l,Female
p113,o,641.9018287647249,1263.1822321693962,2830.237578319237,307.067,307.197,0.12999999999999545,306.577,307.357,nuestros,False,False,rf,s,Female
p113,o,611.6349167457394,1087.588989227908,2702.372550946279,308.157,308.2870000000001,0.12999999999999545,307.407,308.467,unigénitos,False,False,t,s,Female
