Filename	Segment label	F1.50	F2.50	F3.50	F1.25	F2.25	F3.25	F1.75	F2.75	F3.75
p112	sil	1349.549294529358	2591.478429257537	3249.7829120515617	1640.246420246441	2418.6443764116	3493.133470896988	703.9331029545496	2157.8798487096637	2892.455532729745
p112	b	538.2410473070235	1256.2481872641272	2799.236008637663	884.9283650481068	2273.6971859042114	3419.0162467230875	203.38018443880338	972.1459704028293	2675.148492892351
p112	a	695.7909759669969	1139.95328248074	2667.2586210225536	689.324612028631	840.1831743428019	2738.685252086265	672.6653606345088	1108.588352717775	2626.355792716974
p112	x	751.9668605699046	1524.518652002674	2973.220584629001	702.8093927848337	1206.9537170785939	2902.094059803309	765.207925144717	1004.8103015420734	2809.62652370992
p112	o	423.620505429537	737.5025574190375	2374.9749209386273	438.9299504447916	803.8233663823389	2369.0012742013214	442.3145365031469	785.3569134548408	2490.7186602443053
p112	sp	1392.1786776598265	1660.3079455978368	2803.418370865784	461.9735332633283	1456.1264514229028	2854.474682077586	607.0386396671423	1360.3121301484439	2619.536443257153
p112	T	1267.6325372753936	2290.808238084102	3502.893381080993	1499.4224910520586	2328.5239407548256	3839.4331279045477	1180.3954546219913	2641.463756480256	3622.1591343662367
p112	o	445.8057087459792	917.2163210409033	2507.7302796726353	436.34055284282897	1010.369865646534	2699.042949727488	364.45846926552	830.6578033827965	2541.123390335036
p112	m	302.7681751522559	791.8279476374516	2208.328097892873	355.6019365267679	785.046145117727	2208.9678003363565	289.8944999369484	716.1001385147797	2284.804260013968
p112	b	233.70379352944664	735.1582151275301	2243.8381203758063	258.02969915871734	762.3781559789222	2273.084220967159	268.04225727757773	1241.847009730783	2705.406905875491
p112	i	299.4356588481178	2081.124207258276	2566.561621031761	311.09728166665013	2053.111868569868	2770.196303314491	263.7902181928627	1054.3795060874293	2468.522912516438
p112	sp	672.3663376012667	1373.4759948093633	2647.1626322841157	768.9230208033993	1872.470770803487	2966.57124706035	883.839222270481	2185.9105032839575	3056.452215789814
p112	b	215.66131876441847	1524.88548588852	2813.8716445362184	556.2375487757997	1763.7851770567995	2835.3391812199498	231.8404134016416	966.4228912657259	2693.1311558811676
p112	a+	632.046388966921	962.6703375214237	2606.394383659067	616.3363752422267	870.8735247601575	2664.4778510506853	600.3835032225163	1119.9578065526684	2583.419343746558
p112	s	519.94631041039	1679.7843490522494	2535.660161545489	369.053383611306	640.6582017068547	2459.3633929324988	530.6357079917858	1674.1522470361865	2625.5269024754293
p112	i	420.8640731296791	2097.03803396346	2663.6007385946705	387.56050288356465	2010.1162772977873	2511.4303060594784	372.81718196556113	2205.6814840413463	3457.2646616142506
p112	k	526.7124945379773	1733.3905283356767	2918.503375177887	229.821320556983	1950.1066004440856	2964.9234152602985	753.6704994861386	1276.731179378077	2103.27347863881
p112	o	403.6857809220395	854.0182817884214	2333.1509742915528	386.9401417291598	852.9347852703889	2215.48080844478	228.81455225832985	854.1421451839326	2708.1377390400216
p112	sp	880.6303128361333	2127.621511314813	2820.3905418967056	1014.8685476636888	2161.0541749263602	3016.1860009438788	956.1863065857792	1891.9577274387154	2895.250534492865
p112	l	248.7313552646777	1432.437141301595	2478.231001154707	249.80346202568956	1191.999764224915	1981.0450292786752	278.7848647579859	1252.09123776938	2533.8718225966995
p112	i+	348.3657318619378	2108.3085844130937	2741.9230743195094	331.02998370598795	2051.0118332435495	2793.649733392361	340.4541309704847	2240.08305025773	2774.272486567579
p112	m	299.33420765034435	764.8462347532469	2151.057002719741	297.2214048418872	743.333942119419	2350.7623418829444	297.5625873570855	773.4893019948795	2213.6339837283635
p112	i	338.41844683817766	2399.166254529117	2748.318540919679	343.96636834117004	2094.7243767315013	2812.6637874089656	319.305526616548	2208.4790916042543	3040.3832281288896
p112	t	331.80274892846006	1813.8792882355922	2639.434568565471	206.19125402192438	1685.5763751226787	2518.640988204617	724.9611216814528	1809.1921380325675	2862.7739782959507
p112	e	196.8868758107898	1236.156268827064	1900.2422281912272	369.9214803414103	1794.8124687823124	2255.0805664163704	795.3290425161853	1995.5461613611224	2972.6622174238482
p112	sp	582.9300709977041	1115.1454954243513	2606.218584902756	765.5121218998374	2214.475545129982	3383.001083327197	1154.9220673065176	2386.3533969495443	3417.8363436106088
p112	b	283.9211669529711	881.9676625058671	2436.0286697599136	709.851136341673	2076.6897514685174	3027.9984382103908	210.18521802142322	1043.645537412585	2545.530283405368
p112	a	443.0628851966047	1309.1683970495296	2011.33363999509	520.9268992719003	1104.6693999456575	2083.767348651404	419.26171173146474	1494.0789729677413	1815.9714308179566
p112	k	251.1491935519037	1880.2934753458846	2935.54343032881	349.0365058388805	1782.3786085041497	2686.7774798962073	1234.0919453081133	2122.1726659271276	3151.6547290839885
p112	t	770.8319468107293	2246.0925831079903	3485.1905007856076	1175.3428871157084	2249.1292028441635	3382.689179368307	381.07712096657417	1802.3588704593697	2946.584875212853
p112	e	431.35490463515214	1776.5938997070286	2203.349970353494	417.4960804979607	1667.9733946356725	2191.9637111746774	443.6440532619079	1828.344432531072	2205.935941167247
p112	rf	361.0314987403565	1781.514260845393	2328.1732407381774	403.2081444559203	1806.1619050658926	2203.4403452493384	301.02197249767806	1870.7267585944223	2574.722044086808
p112	j	341.7369974577961	2129.4028785224696	3085.739402775364	331.67026500285414	2110.2934064159103	3201.9706198497297	363.87468851110543	2002.209063630523	2724.9273354237584
p112	a	478.5550241010074	1666.1976904533103	2364.429451638522	448.3293545498495	1780.1516705287304	2379.82977577845	479.31823197113806	1623.2356145141541	2359.9488746854345
p112	s	1042.970903458064	1793.57919156426	2819.8820961450015	1016.809255602755	2035.4800559201808	3743.096950203875	807.1551211590266	1763.377471435639	2937.7213556903553
p112	sp	1287.0249290047261	2119.3083964249586	3336.1242579008103	1328.4162195345446	2152.998241999769	3287.908459885252	405.8190370429521	1507.3236037214815	2474.849526630039
p112	a+	772.6624452299907	1069.585625448027	2767.694552820513	379.1032864740681	1071.2659833747662	2574.592210856422	828.6220561041506	1284.6257160352013	2655.6006950590554
p112	rf	422.07066279820054	1524.1471933797131	2443.482149904128	530.4791749967196	1668.3443429111305	1998.119663407864	461.1247576333477	1187.113172486599	2405.2010645136265
p112	b	321.03615315611677	830.5879870933923	2102.7903399135666	352.60035546489485	896.5186972910565	2300.7332068600253	327.6309181236897	778.1821525523528	2047.367264375654
p112	o	371.02794500433185	757.3895542719631	2075.291126740421	359.3248467413201	743.6894472252156	1997.7238930685164	410.7210981282193	895.1687049110054	2229.00508440181
p112	l	319.85314224009915	1052.190492642488	2038.3946148978096	350.7169149094518	1054.660248419972	2015.2347987926996	1026.5137981059554	2060.6162022142826	3343.4617076235268
p112	sp	621.477561917684	1746.645136863338	2465.1075863583246	621.6966001158962	1414.10989576077	2703.123190419869	1159.9790476661021	1518.4779642196813	2973.145023594112
p112	l	249.87243537171506	1037.4784132799182	2372.1003049679757	1459.9263406162786	2181.4458915772925	3397.6668743869177	328.3496006850487	1062.7500767133336	2459.43066530122
p112	a	585.348400184724	1228.0373952920215	2661.9844880911023	568.0247017247883	1270.5646152310972	2630.8297849998603	583.1799408320557	1281.4149236499754	2847.046821794662
p112	s	743.607613561644	1758.1977604739175	2452.730942704803	602.7466401265006	1823.1324490036006	2463.812878326851	944.1961895327668	2038.9511316218168	3144.5503638386913
p112	a	670.2027946962593	1274.9637762477714	2512.3355383657968	466.96024915993837	881.8381577729658	2259.3666308865236	673.582029386045	1268.173802544189	2677.8707548964517
p112	m	316.5732847412487	1148.965159447947	2332.079532264704	313.9492325334525	1091.054102356805	2314.8883654407887	318.3773802432819	1098.3614101815433	2268.0086706254356
p112	i	364.68852568169063	731.8936044877459	2615.4245447156636	366.34812239273936	2483.7289675503703	2874.947272057368	356.4730699891654	2519.2658303905696	3512.9331065196084
p112	G	339.19135224102337	1997.28270718737	2336.975377621218	235.69017523339187	1196.745848346972	2829.443672616321	369.0164727820709	2050.5364167644098	2165.0481388745307
p112	a	478.65679055593756	1578.3606835980047	2307.3584636113765	475.0403538783967	1629.0551541816462	2337.642385561276	482.84081068867	1559.6386921567364	2324.7274816523222
p112	s	1353.151881822102	2261.3807409796177	3753.3051128187194	481.77231624158	1563.2307694053418	2325.5024877918936	973.1965242983397	1476.1642326231354	2468.0857549675675
p112	sp	1224.9634972646945	2012.6190853047192	3290.6401781233876	1061.3888309676624	2182.5282836560987	3153.0042329014595	804.3031828351923	1800.5073750173797	2840.3984721371585
p112	b	209.91947214459105	1448.349082508165	2862.5530788668107	859.8011315571284	2122.6613684146027	3364.2294615974088	242.41549575504598	559.4512385219944	2256.691362747533
p112	e	406.3581240120953	2025.4312290483153	2584.8914372563545	427.1959222166398	542.5569813187938	2263.9409599167634	405.79429793854786	1981.3509088187661	2441.923003733092
p112	s	571.442056933294	1521.2834106615242	2585.007915295046	1268.2103875551043	2212.812453718152	3545.785638836408	961.9828632620852	1761.6916651274473	2754.44319113622
p112	sp	598.801321437213	1658.6085997300293	2699.4609029636654	1000.1013395011529	2188.3776896669533	2877.06563038418	448.75031326582473	1524.3189166228292	2760.6029270270064
p112	b	204.82827231609025	1499.1400519340746	2556.074607280164	1058.2115174603307	2006.250852690853	3277.688333743529	242.6014444147663	804.6057633233851	2316.6629959157995
p112	a	656.1557243078842	1020.4186748569899	2572.2661373551496	645.4102521491409	872.5090575210235	2554.0699905798992	654.7356812893604	1229.8913330711353	2568.321765504702
p112	l	353.70306072994754	1031.6297364648253	2296.149286592947	400.70474712980865	1009.4180701950963	2354.789005870875	342.0389193090852	1001.2680607168852	2183.140189892984
p112	o	418.5496638990434	725.9093636765891	2307.6743327378786	444.17242914912777	759.3702815005366	2413.3323367810062	392.63314779553264	737.0620782129746	2305.8482443261787
p112	rf	427.96417405286974	1648.5986385109425	3307.0812144481474	384.6255626150802	1105.1409155377157	2210.9266687193394	277.20550779472575	1181.7691737079372	2206.2120560588583
p112	sp	464.2720403480057	1781.3454868333133	2551.1070264449786	1472.99717722578	2422.1836067313716	3679.4910194170816	1267.5583927072537	2222.83099308125	3478.090342588956
p112	a	306.8348895424049	1137.1801873067286	2498.149711361669	647.5636386411313	1140.3966869160656	2293.5184429364817	585.6959424265908	1243.8953096592616	2581.1230047436497
p112	rf	387.4867957593086	1108.879546540149	2086.595485825218	515.347991922203	1473.6691490786432	2335.8346734098845	479.3636934169418	1186.8784997303221	2425.6630720315247
p112	b	282.8830840911146	684.0502818556304	2197.287248400362	307.18970741243504	1011.4767219902736	2331.9779695169245	287.3136284297883	763.2476587871985	2148.7533199941804
p112	u	341.7148754354338	724.4445262172709	2352.410499057938	334.7782000657557	698.6489701130264	2501.136151972558	358.0394247641767	703.0871632258101	2253.0439940365377
p112	s	762.8795030172696	1557.5525408070225	3254.192139215352	1202.5247098925154	1679.789484496685	3448.1328237770713	549.8584040487166	1617.6093959169655	3226.7672937146235
p112	t	1004.0711178597649	2631.403448480627	3051.6812357565586	1261.2177704593266	2782.3270803705395	3877.9466898571077	999.4589991501658	1438.2934964749747	2912.742818637809
p112	o	353.7360514501438	861.9636155346905	2358.413206409282	402.6160192579896	820.6696038436771	2326.328771030208	284.9221343312959	734.7222635670212	2385.9183665515084
p112	sp	1153.952602584156	1525.9245315633013	2946.307338094661	911.4831638235876	2046.1646818579904	2731.155336032882	307.26271364966215	1535.336800060878	2414.8147323483545
p112	s	979.3774572996617	2228.480849061741	3500.9565528854014	881.0291213250691	2046.2684447351767	3396.4753151205446	781.435024417951	1696.8852212451468	2520.5024306058376
p112	a	591.7839153232245	1303.5648476627043	2618.076381318827	538.9894115217446	1270.5730550432395	2621.113634334919	598.759252542843	1393.2523338704289	2599.032938910654
p112	n	341.36939020038005	895.0000123594223	2310.4910174	322.29046209941174	939.2857941948265	2292.5188776121986	337.95623060270776	1038.3986359381536	2331.5580515303877
p112	a	766.6899771335083	1397.378432185861	2690.569818411748	763.3173935018074	1469.0717890447756	2680.679614303625	656.6702552521867	1021.9075961105741	2619.2894248476223
p112	o	437.7207324545361	657.2979633064412	2412.800043582188	460.07496975380536	757.2401805163162	2473.310655441277	443.29864088946715	715.5175862544853	2315.2126045411815
p112	rf	274.48163000818784	1472.4802925467836	1920.725880115963	407.2129824163448	1329.7972408693372	1890.97045389972	359.9227237003223	1645.065116247385	2132.3685085227985
p112	j	354.4163792336595	1949.9903779814042	2620.772518902606	347.7961331079581	1958.7080994612672	2405.388226288116	378.3734963114039	1914.2038589606564	2581.079422046143
p112	a	469.0016664066105	1564.9810230885778	2394.9849258820486	460.7517470422888	1736.3784665097219	2399.552639759634	396.985248392236	1487.262103884584	2582.8091853282203
p112	sp	966.9124470623575	1709.6745256718095	2659.3481421070396	830.0334204345585	1844.714009917378	2599.022264147181	790.6783007831939	1512.0227014708948	2641.0884750055125
p112	l	233.20188813859562	1027.8669017350405	2244.2990470757704	618.1600822324691	1715.0730484215503	2731.1128622352453	297.6605077024552	1282.499214129426	2418.1017248642925
p112	i	358.03152482499183	1349.2498228289028	2402.822013595503	358.3135940918903	2110.165155062829	2717.2701874589434	377.0023245882692	2158.666126297911	3011.95100882172
p112	b	322.9107626323053	849.5955495198448	2147.50796196248	381.24120443967394	2056.7114488118264	2977.2968843349345	360.2748610512715	1175.391348103351	2329.1702113123897
