Participant,Vowel,F1.50,F2.50,F3.50,F1.25,F2.25,F3.25,F1.75,F2.75,F3.75,Gender,Corpus,t1_ph,t2_ph,fname,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph
p112,i,356.90476674437934,1431.3646713954934,2421.837613817955,365.20286282171537,1885.0527399522439,2842.7579728227747,349.0344439941806,1133.7990878210182,2504.025817219977,Male,CBAS,216.099,216.169,textgrids/cbas/p112.TextGrid,0.0700000000000216,215.879,216.499,vanidad,False,False,n,D
p112,a,594.708862597064,1217.1445159064815,2416.805670814445,610.9040547473936,1090.2986178009344,2288.895758962633,378.4328005261792,1177.2657632431008,2339.3371457841777,Male,CBAS,216.279,216.499,textgrids/cbas/p112.TextGrid,0.21999999999999886,215.879,216.499,vanidad,False,True,D,sp
p112,a,670.3357006956076,956.5956991269674,2630.026845148013,637.095150744904,1086.1763919707075,2633.4431254617234,672.6666686899483,1079.5010169395546,2583.920542497829,Male,CBAS,217.763,217.883,textgrids/cbas/p112.TextGrid,0.12000000000000455,217.663,218.203,vaso,False,False,b,s
p112,o,376.2910452491179,708.3730538553168,2561.350130364393,451.95182639740824,938.4065538357671,2441.7323776768812,246.78547519975726,979.998146234438,2669.972067909592,Male,CBAS,217.993,218.203,textgrids/cbas/p112.TextGrid,0.21000000000000796,217.663,218.203,vaso,False,True,s,sp
p112,o,438.01805747169516,1067.4067345029982,2156.664748576388,431.5671102287722,1139.471702588202,1959.631337862947,437.0406117859945,1005.319499891128,2274.046769963637,Male,CBAS,226.263,226.353,textgrids/cbas/p112.TextGrid,0.09000000000000341,226.083,226.453,dios,False,False,j,s
p112,a,633.9951669354032,812.5545107163092,2407.2660813126504,551.0898120188726,856.2342442496323,2228.523077561208,671.9381188942597,895.7243616281888,2445.823470876222,Male,CBAS,226.453,226.573,textgrids/cbas/p112.TextGrid,0.12000000000000455,226.453,226.853,alto,True,False,s,l
p112,o,301.1186202317868,869.8474022335292,2407.677819435089,444.96847793603104,864.0013722299684,2585.1338655925947,313.24415488979736,1133.9077312678585,2643.468310622589,Male,CBAS,226.713,226.853,textgrids/cbas/p112.TextGrid,0.14000000000001478,226.453,226.853,alto,False,True,t,sp
p112,e,445.2954729669932,1909.4065077911637,2382.111136340997,434.467783339238,2071.7625360708907,2339.6965649423264,451.2717741881536,1668.2585945320393,2476.775749234795,Male,CBAS,230.904,230.994,textgrids/cbas/p112.TextGrid,0.09000000000000341,230.734,231.144,piel,False,False,j,l
p112,i,428.8981678453203,2269.3913385146493,2775.5934143135582,402.44172036546485,2219.5552024209865,3099.9343620559084,415.63314039803595,2313.67855443304,3198.872100713394,Male,CBAS,232.66,232.79,textgrids/cbas/p112.TextGrid,0.12999999999999545,232.38,233.06,vainilla,False,False,n,L
p112,a,539.9249457784188,1484.4040851517734,2424.313137438527,551.4091093320593,1682.6786425066352,2405.616517920776,370.4050505657992,1411.6428846209697,2736.665460307945,Male,CBAS,232.89,233.06,textgrids/cbas/p112.TextGrid,0.17000000000001592,232.38,233.06,vainilla,False,True,L,sp
p112,i,355.3460607235852,2100.0657825136664,2908.305262355185,288.8788154442136,2033.0793836576959,2689.3588007411317,374.57616452905205,2252.419151548482,2565.054601761924,Male,CBAS,234.424,234.474,textgrids/cbas/p112.TextGrid,0.04999999999998295,234.304,235.054,circonio,False,False,s,rf
p112,o,413.21978453072325,755.7135612938283,2157.307761485497,400.6984896392092,736.7435415347783,1927.223428268773,427.28399755678674,841.9386810126648,2161.797955059229,Male,CBAS,234.644,234.754,textgrids/cbas/p112.TextGrid,0.10999999999998522,234.304,235.054,circonio,False,False,k,n
p112,o,388.9193081204403,1013.6884929147091,2283.048624458129,422.6923410918331,1122.7010020153884,1802.1264195987746,638.6906411255587,1159.6370738000626,2459.0728448542063,Male,CBAS,234.904,235.054,textgrids/cbas/p112.TextGrid,0.15000000000000568,234.304,235.054,circonio,False,True,j,sp
p112,o,394.4735997059529,735.2940441614667,2279.279814191489,385.0644803139637,786.7748826386675,2422.210153043105,381.3497543471066,1169.5366427749173,2261.889110230783,Male,CBAS,236.227,236.307,textgrids/cbas/p112.TextGrid,0.07999999999998408,236.157,237.037,bochornoso,False,False,b,tS
p112,o,414.07349678075053,963.5626160106218,1947.624776590608,402.9249563213198,1011.0952830129337,2235.8273249593294,447.66765491778193,1009.2325772447723,1740.4797828963344,Male,CBAS,236.397,236.467,textgrids/cbas/p112.TextGrid,0.0700000000000216,236.157,237.037,bochornoso,False,False,tS,rf
p112,o,434.0719563114317,850.8061808087416,2243.458312869537,407.85425223179084,858.5175904142343,2101.8069180137613,448.00019842338025,892.3207070068298,2586.114331949285,Male,CBAS,236.607,236.737,textgrids/cbas/p112.TextGrid,0.12999999999999545,236.157,237.037,bochornoso,False,False,n,s
p112,o,378.6822175019986,832.2342800803045,2357.7353542038313,414.52165118658615,907.2248521640773,2718.444748070137,210.75350161344616,933.0901858290808,2219.9673533624186,Male,CBAS,236.827,237.037,textgrids/cbas/p112.TextGrid,0.21000000000000796,236.157,237.037,bochornoso,False,True,s,sp
p112,a,579.5752369032182,1206.6935109086087,2296.151879363599,489.227188652343,1415.6950220540575,2556.4293490538307,590.4881115747493,1333.0617180944826,2350.182363407755,Male,CBAS,238.267,238.317,textgrids/cbas/p112.TextGrid,0.05000000000001137,238.217,239.327,carbohidratos,False,False,k,rf
p112,o,385.82477169796715,923.2825456649933,2089.122873258231,374.89900336073515,798.6123683772803,2087.154700121853,383.0957877370456,923.3037843981509,2017.3447077717042,Male,CBAS,238.447,238.517,textgrids/cbas/p112.TextGrid,0.06999999999999318,238.217,239.327,carbohidratos,False,False,b,i
p112,i,357.42878154925216,1725.2268977589483,1980.7406661476548,362.7880777863819,1513.003267485802,1957.043910740709,353.37027458207336,1831.5210978516895,2008.5080808336388,Male,CBAS,238.517,238.547,textgrids/cbas/p112.TextGrid,0.030000000000001137,238.217,239.327,carbohidratos,False,False,o,D
p112,a,654.1257416990699,1001.5180944292157,2383.615152173628,602.1575501883817,1249.0282674649366,2271.649451229343,623.5620184255306,1026.7668782875382,2500.853670305244,Male,CBAS,238.677,238.787,textgrids/cbas/p112.TextGrid,0.11000000000001364,238.217,239.327,carbohidratos,False,False,rf,t
p112,o,392.2733918704527,906.3770940660556,2159.7040653030635,399.6158897649542,867.4850860460248,2348.139892688703,364.97404702181296,945.2917623554083,2370.972343100191,Male,CBAS,238.907,239.037,textgrids/cbas/p112.TextGrid,0.12999999999999545,238.217,239.327,carbohidratos,False,False,t,s
p112,e,422.0853090702577,1760.8161308562812,2372.304683021709,428.0535188717548,1662.8809230769864,2369.288762920913,401.92759810046937,1878.123281048487,2487.1669096628784,Male,CBAS,240.209,240.289,textgrids/cbas/p112.TextGrid,0.07999999999998408,240.099,240.769,señal,False,False,s,n~
p112,a,694.9996946669052,1514.3478602359107,2583.2391421393563,632.5910561952311,1696.7656294293313,2780.5232209312762,696.4620367850647,960.2310459140308,2336.8288723833757,Male,CBAS,240.409,240.599,textgrids/cbas/p112.TextGrid,0.18999999999999773,240.099,240.769,señal,False,False,n~,l
p112,a,676.8321381881121,1237.3792244560702,2567.940735552873,671.9999549612161,1110.202872836752,2545.2932195812728,681.2879049175376,1306.529612707373,2003.5521638590435,Male,CBAS,242.785,242.845,textgrids/cbas/p112.TextGrid,0.060000000000002274,242.675,243.105,lanas,False,False,l,n
p112,a,683.2751948403329,1286.4470643936736,2631.5875248313832,592.1558168482821,1257.7565306707702,2592.4619107541143,638.6242897856499,1274.3863538100825,2560.695587429853,Male,CBAS,242.915,242.995,textgrids/cbas/p112.TextGrid,0.0800000000000125,242.675,243.105,lanas,False,False,n,s
p112,a,713.8358500561633,1401.2233777688496,3091.7649315899625,605.1456383472595,1253.5253935796707,2420.8798290799105,699.3405334549593,1531.8747678242246,2792.812129540329,Male,CBAS,243.105,243.215,textgrids/cbas/p112.TextGrid,0.11000000000001364,243.105,243.705,anchas,True,False,s,n
p112,a,574.7302347489817,1481.1204991127445,2534.0723411251715,508.51063283668435,1639.4683658875088,1870.2873016334327,524.6580591484824,1373.679813918194,2299.752948021641,Male,CBAS,243.355,243.485,textgrids/cbas/p112.TextGrid,0.13000000000002387,243.105,243.705,anchas,False,False,tS,s
p112,e,456.342856253932,1607.0429199182474,2309.3254580365106,353.4686809831556,1619.2009932572116,2389.892438743261,461.17582829203997,1646.8092368051593,2198.1885253407586,Male,CBAS,245.113,245.163,textgrids/cbas/p112.TextGrid,0.05000000000001137,244.993,245.903,servidumbre,False,False,s,rf
p112,i,358.51642574080705,2149.0945230267444,2907.321260969149,374.1129470616867,1946.107147895949,3102.096065195496,356.29373387453313,2190.0006171294085,3232.036547629193,Male,CBAS,245.293,245.343,textgrids/cbas/p112.TextGrid,0.04999999999998295,244.993,245.903,servidumbre,False,False,b,D
p112,u,391.44425083722547,806.0086342514257,2294.2603456347947,397.33885013722534,861.9510214435122,2339.3216302202577,380.3619307439537,733.7802701517651,2313.3491200986755,Male,CBAS,245.443,245.523,textgrids/cbas/p112.TextGrid,0.07999999999998408,244.993,245.903,servidumbre,False,False,D,m
p112,e,452.88878523993554,1912.267428171433,2360.156181500196,425.2814268600457,1849.3123467549192,2016.853117871079,347.966885260083,1266.5820813916075,2675.0101802143763,Male,CBAS,245.713,245.903,textgrids/cbas/p112.TextGrid,0.18999999999999773,244.993,245.903,servidumbre,False,True,rf,sp
p112,i,349.1317921264828,1527.6602052537628,2261.912317875413,356.62764934731416,1726.9029872442059,2152.2350275818453,343.74498472549845,1140.4147908911286,2253.620166921129,Male,CBAS,247.1,247.15,textgrids/cbas/p112.TextGrid,0.05000000000001137,247.04,247.9,literatura,False,False,l,t
p112,e,416.517846767742,1646.7313552108728,2366.2094644674594,457.84780583624,1621.1636474050995,2186.827553721974,441.2630040506248,1650.687273256296,2426.5275032827553,Male,CBAS,247.23,247.29,textgrids/cbas/p112.TextGrid,0.060000000000002274,247.04,247.9,literatura,False,False,t,rf
p112,a,574.650332208056,1449.9834580568518,2460.401681392141,541.899427614309,1482.9765772540252,2397.4056228968248,532.3873207302706,1394.7422104882417,2477.0843735355443,Male,CBAS,247.35,247.43,textgrids/cbas/p112.TextGrid,0.0800000000000125,247.04,247.9,literatura,False,False,rf,t
p112,u,360.5648011914681,748.608172906613,1964.107463627297,365.3561107573848,819.0346773615988,2164.640700522435,362.71940236327947,786.706885201278,2014.3224098462147,Male,CBAS,247.52,247.64,textgrids/cbas/p112.TextGrid,0.11999999999997613,247.04,247.9,literatura,False,False,t,rf
p112,a,551.262905557532,1316.5073980609102,2438.585892101047,470.5279480547433,850.7820503560561,2505.8815483993826,417.5470199720821,1179.1071571394584,2566.512882296004,Male,CBAS,247.69,247.9,textgrids/cbas/p112.TextGrid,0.21000000000000796,247.04,247.9,literatura,False,True,rf,sp
p112,e,551.9784652222637,1684.5986734910653,2287.1850746347645,1263.6150567714667,1802.6651711402026,3062.352744796853,405.03802700727823,1735.0679648994005,3343.792492351721,Male,CBAS,249.831,249.921,textgrids/cbas/p112.TextGrid,0.09000000000000341,249.831,250.651,escavador,True,False,sp,s
p112,a,559.7576779666972,1377.6997663144336,2166.970754717686,485.0584834841172,1693.4585559459906,2371.5953057962083,628.6522167940587,1036.736848973177,2279.207714825527,Male,CBAS,250.071,250.141,textgrids/cbas/p112.TextGrid,0.06999999999999318,249.831,250.651,escavador,False,False,k,b
p112,a,553.166951257867,955.4238612300895,2495.713591280028,507.5331409921429,875.3337183608928,2495.563395616741,569.4689169117144,1064.0886891447285,2478.227325759186,Male,CBAS,250.211,250.271,textgrids/cbas/p112.TextGrid,0.05999999999997385,249.831,250.651,escavador,False,False,b,D
p112,o,437.4927415588783,833.000801317276,2070.8971627594283,423.4310000065482,793.8284197520012,2281.087673915717,453.79840059327415,888.0401807331089,2253.2450163546273,Male,CBAS,250.401,250.511,textgrids/cbas/p112.TextGrid,0.10999999999998522,249.831,250.651,escavador,False,False,D,rf
p112,e,432.35199019455774,1657.1801179419574,2368.8012110110667,420.0894803581371,1568.0259636824094,2310.7359658556697,423.3531601509128,1699.0429953749615,2318.398957230393,Male,CBAS,252.119,252.169,textgrids/cbas/p112.TextGrid,0.05000000000001137,252.009,252.719,presente,False,False,rf,s
p112,e,432.6672436833979,1788.8613892197338,2235.4363962316515,422.1722997585508,1751.8395182945278,2232.9403792756507,442.7913573176655,1784.0577681070154,2347.1596869044056,Male,CBAS,252.279,252.369,textgrids/cbas/p112.TextGrid,0.09000000000000341,252.009,252.719,presente,False,False,s,n
p112,e,381.98078178860015,1779.4213453366385,2064.4925265805696,443.15952094373375,1783.26151817987,2300.217134040392,579.0692142655432,1957.8220930905707,2892.0433203124358,Male,CBAS,252.519,252.719,textgrids/cbas/p112.TextGrid,0.19999999999998863,252.009,252.719,presente,False,True,t,sp
p112,i,406.3194938964192,2038.9437653610266,2623.198469466571,399.36446432322106,1874.4595703632322,2478.905894683765,366.6831555948567,2174.456192131927,2905.280833406228,Male,CBAS,254.46,254.53,textgrids/cbas/p112.TextGrid,0.06999999999999318,254.21,254.77,válido,False,False,l,D
p112,o,410.4834685030088,819.0179180086902,2137.4706349009107,426.93868943423666,934.291028551662,2427.3388940776513,343.65471171987343,813.226094205089,2269.5953794504912,Male,CBAS,254.63,254.77,textgrids/cbas/p112.TextGrid,0.14000000000001478,254.21,254.77,válido,False,True,D,sp
p112,e,427.55020456258825,1648.6979587363492,2547.516251756324,400.57091493487115,1626.4379936029434,2548.872560720033,442.0696125775322,1666.4976293274829,2524.663567858608,Male,CBAS,256.229,256.289,textgrids/cbas/p112.TextGrid,0.060000000000002274,256.129,256.869,servicio,False,False,s,rf
p112,i,343.73616207302615,2072.119654824065,2814.447990038527,351.6835185318963,2036.5453545316486,2594.975698752027,329.353891011344,2102.265078426655,3367.0673334627836,Male,CBAS,256.419,256.519,textgrids/cbas/p112.TextGrid,0.10000000000002274,256.129,256.869,servicio,False,False,b,s
p112,o,372.13635921946764,911.4485334553633,2071.758242635881,427.33794984546023,900.9793618264117,1898.4727485198262,255.24678510526502,884.9442538927333,2515.285552428121,Male,CBAS,256.689,256.869,textgrids/cbas/p112.TextGrid,0.18000000000000682,256.129,256.869,servicio,False,True,j,sp
p112,i,365.5517789166042,2030.7912192897186,2580.108932302296,341.96689488444326,1637.5676840246854,2211.1717893296127,344.26238116556533,2167.454147644839,3048.4199508752577,Male,CBAS,258.366,258.486,textgrids/cbas/p112.TextGrid,0.12000000000000455,258.296,258.766,liso,False,False,l,s
p112,o,412.0868466216947,820.7529889537082,2933.1598348198854,424.21772001325525,843.525283555271,2490.094634087512,263.6171038033752,907.9096513774632,2290.1944793034118,Male,CBAS,258.596,258.766,textgrids/cbas/p112.TextGrid,0.17000000000001592,258.296,258.766,liso,False,True,s,sp
p112,e,428.3064132827812,1739.0046168239428,2419.7087039858275,432.5183110072204,1674.6146717199454,2269.6816174417772,405.06683350093493,1675.2490714906594,2328.340945977621,Male,CBAS,262.742,262.792,textgrids/cbas/p112.TextGrid,0.049999999999954525,262.632,262.892,ves,False,False,b,s
p112,e,429.8813111499081,1662.3223932228873,2236.7152896984535,402.91608639678566,1724.1940261271475,2378.298974537045,429.98978872853417,1704.825516731052,2246.80022910968,Male,CBAS,262.892,262.942,textgrids/cbas/p112.TextGrid,0.05000000000001137,262.892,263.742,enanitos,True,False,s,n
p112,a,555.7232788616801,1481.9887318262188,2503.5699828176125,436.3972295392546,1483.1226560879566,2537.648131799845,531.3864406260196,1486.2509054950876,2462.159084643401,Male,CBAS,263.022,263.102,textgrids/cbas/p112.TextGrid,0.07999999999998408,262.892,263.742,enanitos,False,False,n,n
p112,i,408.5833888430842,2313.125164111942,2938.7498263731013,382.0414415279743,2353.335975066941,2893.0949599655323,387.27287148374137,2309.8254003736192,2918.190018231916,Male,CBAS,263.182,263.292,textgrids/cbas/p112.TextGrid,0.1099999999999568,262.892,263.742,enanitos,False,False,n,t
p112,o,426.77460004879794,996.411650891416,2444.2248286112563,411.1842443221363,945.4285009366452,2394.3725709136897,405.7206550257251,999.1487375048396,2061.0656463758537,Male,CBAS,263.392,263.512,textgrids/cbas/p112.TextGrid,0.12000000000000455,262.892,263.742,enanitos,False,False,t,s
p112,o,438.53490117579264,874.9831386225392,2096.973053434233,399.599786753311,776.0819216447569,2074.804540516785,440.6516788044688,928.5623192079256,2074.229510733292,Male,CBAS,265.276,265.356,textgrids/cbas/p112.TextGrid,0.07999999999998408,264.956,265.626,brócoli,False,False,k,l
p112,i,306.91751705426907,968.002090902288,2279.414916110793,402.31237454249776,730.959093596509,2017.9010022773032,326.44113689449136,1012.7742733921858,2509.6683609146794,Male,CBAS,265.426,265.626,textgrids/cbas/p112.TextGrid,0.19999999999998863,264.956,265.626,brócoli,False,True,l,sp
p112,a,700.6417183398213,1331.396839219166,2747.5677983968426,218.143212416205,1354.5956369736448,2524.760418307349,504.0599151895823,1431.6710052161263,2408.3883863596025,Male,CBAS,267.033,267.133,textgrids/cbas/p112.TextGrid,0.0999999999999659,267.033,267.603,acabar,True,False,sp,k
p112,a,489.32915003052085,1446.8948039518334,2122.5348793467524,458.76084144514914,1533.0740016767236,2024.2000487357586,536.2405215331131,1245.4680369046241,2168.67863298708,Male,CBAS,267.203,267.253,textgrids/cbas/p112.TextGrid,0.05000000000001137,267.033,267.603,acabar,False,False,k,b
p112,a,631.3470970362828,1056.0773893341486,2441.254280306615,610.6277478652986,1100.8371610993267,2412.2426309914167,661.4224591028083,1223.4629115920152,2462.274774289823,Male,CBAS,267.383,267.493,textgrids/cbas/p112.TextGrid,0.11000000000001364,267.033,267.603,acabar,False,False,b,rf
p112,e,416.9474179536909,1496.6779224365832,2411.4784089541777,418.1224726401696,1481.5095375836179,2457.387864645253,344.99141703518563,1513.9144873659213,2377.4079794411527,Male,CBAS,271.224,271.284,textgrids/cbas/p112.TextGrid,0.060000000000002274,271.054,271.654,nuestros,False,False,w,s
p112,o,413.0115081642848,1004.3183014179502,2476.208694665226,421.1103968982783,1098.2578055941126,2546.9526219212803,390.904247105792,886.4315771188486,2353.977088501125,Male,CBAS,271.434,271.534,textgrids/cbas/p112.TextGrid,0.0999999999999659,271.054,271.654,nuestros,False,False,rf,s
p112,u,333.39180370133136,853.6048647732445,2186.441527875488,337.5229177152595,811.1516710252803,2160.8129855795287,342.9924228166241,918.4600424592846,2197.5930264938456,Male,CBAS,271.684,271.734,textgrids/cbas/p112.TextGrid,0.049999999999954525,271.684,272.644,unigénitos,True,False,sp,n
p112,i,365.3552964543454,2183.5805169296605,3115.907817478881,359.59561697278707,915.2541600935733,2576.193005406869,353.7813372305735,2311.7729674879292,3280.1387988014503,Male,CBAS,271.804,271.894,textgrids/cbas/p112.TextGrid,0.09000000000003183,271.684,272.644,unigénitos,False,False,n,x
p112,i,378.7629387468647,2294.3544024394478,2995.591538945473,385.827248680606,1773.5797079498789,2906.389629166209,361.1485104088481,2243.941069788445,2834.607130423403,Male,CBAS,272.114,272.194,textgrids/cbas/p112.TextGrid,0.08000000000004093,271.684,272.644,unigénitos,False,False,n,t
p112,o,406.1330509063475,868.3410108096056,2334.7042747768733,398.76498479991415,846.3298565930762,2304.4059154952297,405.92840258404783,946.0744807188173,2652.988878917368,Male,CBAS,272.284,272.404,textgrids/cbas/p112.TextGrid,0.12000000000000455,271.684,272.644,unigénitos,False,False,t,s
p112,a,263.4033992805098,1113.2721681469818,2538.4937126222985,1186.2503328865514,1938.72164664387,3037.063142906851,472.0875731847465,1121.627833649052,2712.643727196303,Male,CBAS,274.137,274.207,textgrids/cbas/p112.TextGrid,0.06999999999999318,274.137,274.897,abastecer,True,False,sp,b
p112,a,618.0001925380509,1127.441600779631,2675.9470588517784,601.674047731279,1093.1911244930752,2676.4166199782558,593.3667455829202,1167.8877606737854,2644.950633697093,Male,CBAS,274.297,274.347,textgrids/cbas/p112.TextGrid,0.049999999999954525,274.137,274.897,abastecer,False,False,b,s
p112,e,397.8986399930693,1676.7845047966514,2241.3742653634163,386.6542758960991,1686.498118968861,2195.1691915491824,394.5176421107378,1603.6134845196825,2102.747406813728,Male,CBAS,274.477,274.537,textgrids/cbas/p112.TextGrid,0.060000000000002274,274.137,274.897,abastecer,False,False,t,s
p112,e,430.9462075329415,1723.6670062357027,2158.873437429076,415.0452444056397,1627.0909183277704,2243.165839748966,480.13016324530366,1645.5484400089483,2192.6965142863496,Male,CBAS,274.657,274.787,textgrids/cbas/p112.TextGrid,0.12999999999999545,274.137,274.897,abastecer,False,False,s,rf
p112,a,905.7016431705637,2769.1225518994734,3029.8954041604748,1307.2874167916245,1796.7754253551284,3332.905611268156,469.0127329700406,1154.8880874330964,2654.085997563868,Male,CBAS,276.318,276.398,textgrids/cbas/p112.TextGrid,0.08000000000004093,276.318,277.058,abandonar,True,False,sp,b
p112,a,583.0620295214227,1002.2142654066516,2648.3053527615434,542.7658343022987,883.2165202607533,2676.9362538999867,581.5059509786079,1148.972923707487,2681.869228857633,Male,CBAS,276.458,276.528,textgrids/cbas/p112.TextGrid,0.06999999999999318,276.318,277.058,abandonar,False,False,b,n
p112,o,432.80903247952966,848.2642697743868,2422.8748006902333,443.39914058070025,941.775034734173,2433.726285058282,417.61110859648466,826.9937388748642,2409.555523650429,Male,CBAS,276.628,276.708,textgrids/cbas/p112.TextGrid,0.08000000000004093,276.318,277.058,abandonar,False,False,d,n
p112,a,572.429333042177,1291.8650358272992,2605.661645164225,501.80229796114725,1220.7499366879458,2671.5107402922235,646.6706646532211,1415.7499402244393,2641.276758060624,Male,CBAS,276.808,276.938,textgrids/cbas/p112.TextGrid,0.12999999999999545,276.318,277.058,abandonar,False,False,n,rf
p112,o,453.4176656458769,787.1432456521782,2053.649544085577,456.4175463752235,831.0006965541972,2559.297622684169,409.7026614861171,824.5170407358875,2083.406721995706,Male,CBAS,278.42,278.59,textgrids/cbas/p112.TextGrid,0.16999999999995907,278.36,278.82,zona,False,False,T,n
p112,a,603.0503730312802,1130.0003949295167,2759.5618296874763,466.85888030783684,869.0807467936403,2220.451965303251,395.04476114514296,1299.1139608883045,2661.133144625658,Male,CBAS,278.63,278.82,textgrids/cbas/p112.TextGrid,0.18999999999999773,278.36,278.82,zona,False,True,n,sp
p112,o,423.79809649703384,972.2139966891199,2575.875245946364,453.8261030768483,995.7019503472324,2502.8456855549084,419.3574625664553,911.17321359526,2537.128723225668,Male,CBAS,281.511,281.591,textgrids/cbas/p112.TextGrid,0.07999999999998408,281.411,282.101,lotería,False,False,l,t
p112,e,429.9111393756098,1635.0465675874802,2189.5545886718123,431.836461821699,1531.5671937392005,2205.09858631553,437.85510834044584,1703.7976820177778,2223.7667338776046,Male,CBAS,281.681,281.741,textgrids/cbas/p112.TextGrid,0.060000000000002274,281.411,282.101,lotería,False,False,t,rf
p112,a,512.9032589879273,1485.220165415598,2578.525052115029,513.3695157373024,1477.1804625560599,2336.402669765278,595.9517061273747,1412.0102737433233,2666.264215405689,Male,CBAS,281.971,282.101,textgrids/cbas/p112.TextGrid,0.12999999999999545,281.411,282.101,lotería,False,True,i+,sp
p112,a,586.9094349685239,1209.589264360262,2564.7829697214506,562.7072632608432,1086.53574508006,2561.920810284784,585.7641348366444,1211.0471858864785,2524.32075340983,Male,CBAS,283.475,283.545,textgrids/cbas/p112.TextGrid,0.06999999999999318,283.375,283.985,balada,False,False,b,l
p112,a,631.732999640463,1321.457966073362,2434.7240313906045,611.1000393393373,1347.1465123770254,2668.046306242858,608.3057510876389,1308.6462825489768,2479.3140968749303,Male,CBAS,283.635,283.715,textgrids/cbas/p112.TextGrid,0.07999999999998408,283.375,283.985,balada,False,False,l,D
p112,a,402.46350156912285,1199.8960369566369,2758.6537651620174,622.2552732155058,1427.3937500444795,2732.3892801281618,750.2393125761718,1450.6003381899357,2761.836433875871,Male,CBAS,283.875,283.985,textgrids/cbas/p112.TextGrid,0.11000000000001364,283.375,283.985,balada,False,True,D,sp
p112,a,459.5336559991342,1328.6774797846667,2234.9227525235906,285.82916198287944,1272.8699373571146,2608.1402024598387,498.77510247468473,1478.1511757338512,2639.1567147390883,Male,CBAS,285.963,286.053,textgrids/cbas/p112.TextGrid,0.08999999999997499,285.963,286.563,albino,True,False,sp,l
p112,i,372.0091188772272,2115.793170043565,3088.653990092881,361.37443399155364,2091.0597477806195,2910.8176908079613,396.97382585067896,2183.870882232729,3132.8497674471996,Male,CBAS,286.173,286.273,textgrids/cbas/p112.TextGrid,0.10000000000002274,285.963,286.563,albino,False,False,b,n
p112,o,406.4602401014935,901.6101945227696,2621.131379371799,379.1637474754184,914.2969118921696,2322.593729074513,779.721382662045,1343.016941713934,2615.040204022492,Male,CBAS,286.383,286.563,textgrids/cbas/p112.TextGrid,0.18000000000000682,285.963,286.563,albino,False,True,n,sp
p112,e,410.1325353342321,1692.9975103434942,2457.110725501842,340.9704676230307,1696.7394179494015,2904.3201603735083,461.47848125884025,1675.6109215705194,2394.403969887706,Male,CBAS,288.14,288.18,textgrids/cbas/p112.TextGrid,0.040000000000020464,288.08,288.75,terminarás,False,False,t,rf
p112,i,373.5622075605606,2083.4579672691957,3161.085825086966,369.34811564053877,1347.0787789415351,2486.538598120653,366.99969581458436,660.2636784708676,2261.9812350827387,Male,CBAS,288.3,288.35,textgrids/cbas/p112.TextGrid,0.05000000000001137,288.08,288.75,terminarás,False,False,m,n
p112,a,609.8081206958731,1570.8277447156686,2485.906925362009,432.7979708865825,1549.9881955551825,2600.052750781954,647.0932714154271,1521.5057975708628,2408.9185839899437,Male,CBAS,288.42,288.5,textgrids/cbas/p112.TextGrid,0.07999999999998408,288.08,288.75,terminarás,False,False,n,rf
p112,e,388.7928306621054,1692.7311681882682,2463.050556291254,1241.6293430161807,2126.027436186662,3238.9459607700733,389.1022771241121,1669.3254380168662,2460.181705669273,Male,CBAS,290.346,290.406,textgrids/cbas/p112.TextGrid,0.060000000000002274,290.286,291.066,televisión,False,False,t,l
p112,e,391.1418018328485,1777.9802037034112,2649.476578546305,362.0178817314614,1673.9489631004249,2109.4232449820665,386.8734302991476,1780.7188479368426,2811.036079153673,Male,CBAS,290.466,290.516,textgrids/cbas/p112.TextGrid,0.05000000000001137,290.286,291.066,televisión,False,False,l,b
p112,i,327.1468869386752,1991.7130164077814,2892.7614310129793,334.2858046391875,1919.804785202475,3015.929530358444,321.3438431221635,2019.5016739486327,3092.1827612484803,Male,CBAS,290.586,290.626,textgrids/cbas/p112.TextGrid,0.03999999999996362,290.286,291.066,televisión,False,False,b,s
p112,e,463.94179750131315,1575.972390921246,2367.5792826568468,455.58101212671346,1382.8021222311,2381.338197851963,448.28058510246626,1358.309259814876,1891.1482661511334,Male,CBAS,292.975,293.055,textgrids/cbas/p112.TextGrid,0.07999999999998408,292.875,293.525,revista,False,False,r,b
p112,i,383.48341232472285,2069.7211576655536,2662.414688344414,360.43168853175376,2002.9619893914614,2797.4741551285774,368.9909211343287,2112.360803215398,2645.693097481314,Male,CBAS,293.115,293.205,textgrids/cbas/p112.TextGrid,0.08999999999997499,292.875,293.525,revista,False,False,b,s
p112,a,566.0227024561995,1372.2491560808173,2737.164031661311,540.6868915591568,1431.9908458498885,2526.5337077920103,713.6873211744247,1260.8390076645621,2904.945156244647,Male,CBAS,293.355,293.525,textgrids/cbas/p112.TextGrid,0.16999999999995907,292.875,293.525,revista,False,True,t,sp
p112,e,412.32983755383947,1353.2900672986718,2659.263281242449,413.2424253024495,1224.2785636558795,2560.7006914705184,401.7572221194923,1512.1632277714875,3087.3510486618193,Male,CBAS,295.35,295.39,textgrids/cbas/p112.TextGrid,0.03999999999996362,295.26,295.62,nuestras,False,False,w,s
