Participant,Vowel,F1.50,F2.50,F3.50,F1.25,F2.25,F3.25,F1.75,F2.75,F3.75,Gender,Corpus,t1_ph,t2_ph,fname,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,upper_f1,lower_f1,upper_f2,lower_f2,upper,lower,Speech Rate,stress_vowel,vowel_ind,stress,Delta F.50,Delta F.25,Delta F.75,F1.50_norm,F2.50_norm,F1.25_norm,F2.25_norm,F1.75_norm,F2.75_norm,Dur_ms,Dur_norm,Dur_log
p112,a,573.6970805551373,1128.7366267155007,2719.326940683013,474.72469698134626,905.6537793779299,2151.5444410463374,633.0205892081808,1190.163545783754,2732.986884577837,Male,CBAS,129.077,129.247,textgrids/cbas/p112.TextGrid,0.17000000000001592,128.747,129.247,prosa,False,True,s,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.6087019118736692,1.1976078769979526,0.5164271671941719,0.9852114682822534,0.6744473091188583,1.268051331267565,170.00000000001592,262.6895660910161,5.135798437050355
p112,a,501.1107001562346,1316.0374242285852,2281.0787034784234,356.11105862093814,1184.7138478302386,2244.6239207121203,582.9941232607787,1362.3403279716729,2680.5459850284365,Male,CBAS,130.756,130.806,textgrids/cbas/p112.TextGrid,0.05000000000001137,130.64600000000002,131.446,salvación,False,False,s,l,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5316865844084371,1.3963370624966054,0.38739384401008975,1.28878573257527,0.6211469648359721,1.4514958659621482,50.00000000001137,77.26163708560331,3.9120230054283733
p112,a,692.0205616258631,1399.0868716129694,2163.031297219765,640.0236997044398,1469.7305157067035,2537.755978291937,699.8828249586568,1408.688451127368,2308.759129346337,Male,CBAS,140.564,140.684,textgrids/cbas/p112.TextGrid,0.12000000000000455,140.284,140.964,ventaja,False,False,t,x,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.7342450453294034,1.484453873818025,0.6962469580310983,1.5988398572721965,0.7456852052510944,1.5008771459362626,120.00000000000455,185.4279290054128,4.787491742782084
p112,a,579.5148284067652,1262.481181721369,2635.779155973396,496.9851384460866,1258.2851546643633,2655.787995028756,564.1778385627807,1191.3258806887782,2602.4973747244862,Male,CBAS,179.71200000000005,179.752,textgrids/cbas/p112.TextGrid,0.040000000000020464,179.71200000000005,180.432,amargas,True,False,s,m,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6148746367490653,1.3395130201372347,0.5406430902317283,1.3688199541287638,0.6010992874009408,1.2692897327703805,40.000000000020464,61.80930966850022,3.688879454114448
p112,a,567.5362598529385,1187.3531004755828,2665.433367340767,458.26620852897065,1042.545489573222,2505.003559461436,512.3797014498366,964.76484269963,2458.914028693036,Male,CBAS,193.885,193.965,textgrids/cbas/p112.TextGrid,0.0800000000000125,193.885,194.315,afuera,True,False,s,f,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.602165181136761,1.2598009068291816,0.4985228731437356,1.1341285112716941,0.545911328606593,1.0279018774178523,80.0000000000125,123.61861933695651,4.3820266346740375
p112,a,552.8119623636711,974.7379222397267,2359.5070209951696,469.0751544303244,1145.2218626098186,2295.386365794871,570.0182655231258,957.4122209443527,2295.6519227519275,Male,CBAS,214.032,214.102,textgrids/cbas/p112.TextGrid,0.06999999999999318,214.032,214.842,abanicos,True,False,s,b,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5865424625689045,1.034212752606235,0.5102813372550108,1.2458245506861867,0.6073219289937477,1.0200680785772511,69.99999999999318,108.1662919198095,4.248495242049262
p112,a,633.9951669354032,812.5545107163092,2407.2660813126504,551.0898120188726,856.2342442496323,2228.523077561208,671.9381188942597,895.7243616281888,2445.823470876222,Male,CBAS,226.453,226.573,textgrids/cbas/p112.TextGrid,0.12000000000000455,226.453,226.853,alto,True,False,s,l,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.6726791599825062,0.8621335212234107,0.5995006206758569,0.9314506450248056,0.7159117158408601,0.9543431852161496,120.00000000000455,185.4279290054128,4.787491742782084
p112,a,566.0227024561995,1372.2491560808173,2737.164031661311,540.6868915591568,1431.9908458498885,2526.5337077920103,713.6873211744247,1260.8390076645621,2904.945156244647,Male,CBAS,293.355,293.525,textgrids/cbas/p112.TextGrid,0.16999999999995907,292.875,293.525,revista,False,True,t,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6005592721782664,1.455978622141766,0.5881838495499416,1.5577849239204478,0.7603931080984759,1.3433520022076175,169.99999999995907,262.6895660909283,5.135798437050021
p112,o,353.7360514501438,861.9636155346906,2358.413206409282,402.61601925798965,820.669603843677,2326.328771030208,284.92213433129587,734.7222635670212,2385.9183665515084,Male,CBAS,20.397,20.507,textgrids/cbas/p112.TextGrid,0.11000000000000296,19.897,20.507,arbusto,False,True,t,sp,487.81209442565216,330.74724845356565,1096.9437302588076,582.4101676870878,2843.0719585467928,1766.1326386519338,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.3753196906771622,0.914557383199164,0.4379840602659183,0.8927618078652579,0.30356827263472674,0.7828046386806056,110.00000000000296,169.97560158829322,4.700480365792443
p112,o,378.2486572546463,889.2317091094542,2374.9251550960594,416.0753252026692,850.2302215127407,2223.591604938188,341.15201704962493,880.8080575151846,2400.46458916456,Male,CBAS,59.063,59.213,textgrids/cbas/p112.TextGrid,0.14999999999999858,58.62300000000001,59.213,hambriento,False,True,t,sp,487.81209442565216,330.74724845356565,1096.9437302588076,582.4101676870878,2843.0719585467928,1766.1326386519338,1.5452327417117149,1,1,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.4013279632027398,0.9434892729623952,0.4526257068573188,0.9249191953793616,0.3634780034365064,0.9384507145089992,149.99999999999858,231.78491125675504,5.010635294096247
