Participant,Vowel,F1.50,F2.50,F3.50,F1.25,F2.25,F3.25,F1.75,F2.75,F3.75,Gender,Corpus,t1_ph,t2_ph,fname,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,upper_f1,lower_f1,upper_f2,lower_f2,upper,lower,Speech Rate,stress_vowel,vowel_ind,stress,Delta F.50,Delta F.25,Delta F.75,F1.50_norm,F2.50_norm,F1.25_norm,F2.25_norm,F1.75_norm,F2.75_norm,Dur_ms,Dur_norm,Dur_log
p112,a,537.5494973931462,1129.4154975384579,2427.305336920711,533.4520255579956,1050.9140257115441,2456.9683940965706,507.90885735107287,1145.7556640480334,2012.5296103228393,Male,CBAS,26.158,26.208,textgrids/cbas/p112.TextGrid,0.04999999999999717,25.848000000000006,26.608,valuación,False,False,w,T,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,1,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5703487395705695,1.1983281699571728,0.5803134324897651,1.1432321863889914,0.5411478993859528,1.2207372677901205,49.99999999999717,77.26163708558137,3.9120230054280896
p112,a,570.6543531448879,1409.3774231547918,2149.30623309104,482.3922069947747,1420.1426990210407,2022.5636871136512,561.8708683733882,1338.0995668288858,2201.164730734562,Male,CBAS,28.394,28.474,textgrids/cbas/p112.TextGrid,0.08000000000000185,28.304,28.674,cajas,False,False,k,x,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.6054735287169394,1.4953723159890755,0.5247682341343303,1.5448959696650029,0.5986413423309401,1.4256687184688952,80.00000000000185,123.61861933694004,4.382026634673904
p112,a,524.1938117353968,1142.1922392512215,2174.44205289922,500.2479459706098,1196.8530678796842,2291.7880381514465,556.9521634238934,1298.6163491480866,1906.7896325926945,Male,CBAS,28.514,28.574,textgrids/cbas/p112.TextGrid,0.060000000000002274,28.304,28.674,cajas,False,False,x,s,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,1,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5561781403644708,1.2118845002430962,0.544192521002244,1.301991329549569,0.5934007429348193,1.3836016034742964,60.000000000002274,92.7139645027064,4.094344562222139
p112,a,566.4207827032178,1225.645565759693,2627.3518220011065,501.9043402573275,1295.2833799929767,2529.907197868687,539.6132524806195,1143.223870600351,2721.7465917068466,Male,CBAS,28.674,28.714,textgrids/cbas/p112.TextGrid,0.03999999999999915,28.674,29.444000000000006,amarillas,True,False,s,m,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6009816417800165,1.3004298338689346,0.5459944222192769,1.4090683103216548,0.5749271229165979,1.2180397863698555,39.99999999999915,61.80930966846728,3.688879454113915
p112,a,562.2555926077624,1270.29576675093,2419.46369219897,479.8105933641182,1121.2566741336634,2354.782514329232,547.2634755349526,1358.8585281122016,2310.463407438955,Male,CBAS,28.814,28.854,textgrids/cbas/p112.TextGrid,0.03999999999999915,28.674,29.444000000000006,amarillas,False,False,m,rf,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,1,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5965623075000379,1.3478044216611718,0.5219598371359281,1.2197541261333609,0.5830779989562035,1.447786206930286,39.99999999999915,61.80930966846728,3.688879454113915
p112,a,453.51616933299766,1623.7482602472116,2303.90962593515,441.75323716917535,1869.8300556897955,2479.6392521180733,446.9512801526986,1565.8916055342218,2290.240525520773,Male,CBAS,29.094,29.184,textgrids/cbas/p112.TextGrid,0.08999999999999986,28.674,29.444000000000006,amarillas,False,False,L,s,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,2,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.4811880148866942,1.7228232527479803,0.4805593101028334,2.034086376661261,0.4762010799416204,1.6683681348270372,89.99999999999986,139.07094675405412,4.499809670330263
p112,a,646.1494661100272,1057.1669884896,2501.765378202597,620.6931936129578,959.3933143748493,2432.9409285557667,654.2513944060286,1094.8826142562036,2482.991069879621,Male,CBAS,30.856,30.906,textgrids/cbas/p112.TextGrid,0.04999999999999717,30.646,31.466,barómetro,False,False,b,rf,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6855750686350641,1.12167132947699,0.6752183522628882,1.043671784337564,0.6970675203414131,1.1665349367384752,49.99999999999717,77.26163708558137,3.9120230054280896
p112,a,604.5378088728991,1369.0224147779077,2426.029878745468,351.37479355408533,1354.1107156317014,2392.4200342769072,624.6278404273111,1333.2817172899365,2391.321517045956,Male,CBAS,32.824,32.894,textgrids/cbas/p112.TextGrid,0.07000000000000027,32.764,33.364000000000004,carbono,False,False,k,rf,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6414244250725031,1.4525549972589231,0.3822415189528332,1.47306336785851,0.6655053142961487,1.4205355747565422,70.00000000000027,108.16629191982045,4.248495242049363
p112,a,566.1862876054264,1383.2647563052146,2535.922679198099,528.2271934511855,1413.3884466534616,2399.9100568264785,553.6045080385389,1371.7605084254162,2611.7412915826567,Male,CBAS,41.737,41.857,textgrids/cbas/p112.TextGrid,0.11999999999999746,41.227,41.937,pulverizar,False,False,T,rf,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,3,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6007328386760988,1.4676663527304217,0.5746296219335784,1.5375483860257206,0.5898340071840378,1.4615325305932123,119.99999999999746,185.42792900540186,4.7874917427820245
p112,a,582.1462973810583,1287.0491041408495,2381.3958368855288,578.4214903187998,1183.388488776924,2474.1744124093907,580.7219865525602,1455.4888329241107,2129.3141203373325,Male,CBAS,43.389,43.449,textgrids/cbas/p112.TextGrid,0.059999999999995175,43.289,43.889,vaqueta,False,False,b,k,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6176666680317389,1.365579984488929,0.6292332663310046,1.2873439465764152,0.6187261328520947,1.5507402816804428,59.999999999995175,92.71396450269543,4.0943445622220205
p112,a,674.1745071764437,1418.11498485903,2570.839858047089,541.0213834308809,1072.1437618225252,2312.7035719890023,496.13066403221677,1174.234323609226,2367.9183996640313,Male,CBAS,43.769,43.889,textgrids/cbas/p112.TextGrid,0.12000000000000455,43.289,43.889,vaqueta,False,True,t,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,1,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.7153100919699551,1.5046430107420234,0.5885477250568667,1.1663268611547843,0.5285989066270905,1.2510796541766107,120.00000000000455,185.4279290054128,4.787491742782084
p112,a,472.3833220710058,1315.1089943142244,2709.9555829516057,1009.2693478401628,1866.0368723112977,2752.524019470913,569.4469526095729,1210.267787003666,2681.458092616292,Male,CBAS,45.271,45.371,textgrids/cbas/p112.TextGrid,0.10000000000000142,45.271,45.621,hablas,True,False,sp,b,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.5012063700997365,1.3953519832918009,1.0979292072969298,2.029959978857941,0.6067132276911683,1.289471252868546,100.00000000000142,154.52327417117368,4.605170185988106
p112,a,553.4283310477316,1222.6875828154307,2427.7944941233677,542.7408875743297,1051.1630404613525,2385.6523393050697,536.7561867939772,1299.0682868179813,2449.296407017959,Male,CBAS,45.49100000000001,45.53100000000001,textgrids/cbas/p112.TextGrid,0.03999999999999915,45.271,45.621,hablas,False,False,l,s,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,1,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5871964397445312,1.297291365965769,0.5904182800531128,1.1435030759859532,0.5718830824901371,1.3840831172679176,39.99999999999915,61.80930966846728,3.688879454113915
p112,a,525.3848854243861,1544.1773027384113,2333.4584286828976,495.54175409099776,1444.707474019022,2405.9552822492456,470.9113572644818,1669.6273070174775,2184.638657851648,Male,CBAS,45.621,45.691,textgrids/cbas/p112.TextGrid,0.07000000000000027,45.621,45.981,aquí,True,False,s,k,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.557441888876087,1.6383971756301448,0.5390729109290487,1.5716186517703077,0.501729174619451,1.7788926042008602,70.00000000000027,108.16629191982045,4.248495242049363
p112,a,570.9161226642817,1234.4123411787407,2246.4547513004054,597.2247554918467,1144.1957952083267,2394.721182804438,470.81164330200517,1136.3423353277433,2192.4284823839375,Male,CBAS,48.084,48.144,textgrids/cbas/p112.TextGrid,0.059999999999995175,47.984,48.934,vacaciones,False,False,b,k,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6057512704247603,1.3097315248473471,0.6496883153922062,1.2447083477903351,0.5016229350834541,1.2107079032899983,59.999999999995175,92.71396450269543,4.0943445622220205
p112,a,515.2654290618087,1333.752347648706,2122.7629824642395,479.42077613306685,1322.5298265317274,2208.155731997063,556.8204036648351,1481.7329350661496,2411.5703079878795,Male,CBAS,48.214,48.274,textgrids/cbas/p112.TextGrid,0.060000000000002274,47.984,48.934,vacaciones,False,False,k,T,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,1,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5467049814665835,1.4151328837060997,0.5215357761809464,1.438708236981437,0.5932603604315295,1.5787018746707735,60.000000000002274,92.7139645027064,4.094344562222139
p112,a,634.4975384887238,1123.5304520895365,2544.093917919692,616.8597637972779,999.32497196467,2458.046897515098,631.0704921870373,1223.7059436118473,2552.0357685993467,Male,CBAS,50.831,50.861,textgrids/cbas/p112.TextGrid,0.02999999999999403,50.721,51.301,balcón,False,False,b,l,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6732121843525819,1.192084041239008,0.6710481725504409,1.0871112618739291,0.6723695920416364,1.3037888417723171,29.99999999999403,46.356982251342224,3.4011973816619565
p112,a,553.1852707603888,1462.3597717558246,1991.8517816707795,498.005038337146,1550.2040177376841,3063.0270167808635,563.4284979072664,1391.4076200365914,2794.671166695532,Male,CBAS,53.076,53.226000000000006,textgrids/cbas/p112.TextGrid,0.14999999999999858,52.65600000000001,53.226000000000006,música,False,True,k,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.5869385488355118,1.5515874476013871,0.5417525838285658,1.6863826014190988,0.6003009076999627,1.4824654066860583,149.99999999999858,231.78491125675504,5.010635294096247
p112,a,522.6094254475389,1446.564943411717,2099.1301103188284,480.5176972240597,1600.9682824149402,1618.1439334083234,516.2233192146547,1480.6083981474537,2619.127599257661,Male,CBAS,54.812,54.992,textgrids/cbas/p112.TextGrid,0.17999999999999972,54.452,54.992,lucha,False,True,tS,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.5544970808031561,1.5348288784249997,0.5227290569503251,1.7416062827836278,0.5500064839663983,1.5775037447651288,179.99999999999972,278.14189350810824,5.192956850890209
p112,a,677.7927915973073,1448.0225108094685,2957.9096698817643,552.4198360235089,1291.157716183582,2072.8139860449623,966.4922565878314,1911.8551277836027,3496.217510293623,Male,CBAS,56.57899999999999,56.729,textgrids/cbas/p112.TextGrid,0.14999999999999858,56.25899999999999,56.729,boca,False,True,k,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.7191491504545323,1.5363753810860166,0.6009474814214261,1.4045802251484392,1.029742338326224,2.036972522444579,149.99999999999858,231.78491125675504,5.010635294096247
p112,a,535.5309513730209,1406.926341746954,2291.8458293012077,484.6537317498468,1325.3198607376507,2368.516410470052,474.31143576394567,1278.2513727060225,2486.7647253408068,Male,CBAS,58.62300000000001,58.69300000000001,textgrids/cbas/p112.TextGrid,0.07000000000000027,58.62300000000001,59.213,hambriento,True,False,s,m,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5682070294881924,1.4927716788415673,0.5272284238616141,1.4417433633831218,0.505351764206347,1.3619038833751764,70.00000000000027,108.16629191982045,4.248495242049363
p112,a,575.4369140045615,989.0849676393448,2736.4283589798183,569.3490494489456,1082.2073684730274,2718.65758195631,524.7448349216302,903.0179998449446,2782.112828722735,Male,CBAS,62.494,62.554,textgrids/cbas/p112.TextGrid,0.060000000000002274,62.434,62.994,vampiro,False,False,b,m,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6105479033958527,1.0494352005852892,0.6193638515570361,1.17727451125035,0.5590856725996982,0.9621141404628512,60.000000000002274,92.7139645027064,4.094344562222139
p112,a,664.5629697838217,1561.0037974527404,2429.737525079765,475.2619437160842,1176.4354920016478,2233.915241337686,467.99847225828864,1208.2043877597234,1899.5370796942584,Male,CBAS,64.607,64.767,textgrids/cbas/p112.TextGrid,0.1599999999999966,64.097,64.767,cebolla,False,True,L,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.7051120948295948,1.6562503595662268,0.5170116086843014,1.2797801597100509,0.4986256618938111,1.2872728187394828,159.9999999999966,247.23723867386911,5.075173815233805
p112,a,617.8720692776952,1162.9703398869294,2477.046517425956,610.2091848764526,946.0051440978993,2450.142593592926,571.4960539791466,1066.2494113501682,2518.144840240409,Male,CBAS,68.157,68.217,textgrids/cbas/p112.TextGrid,0.060000000000002274,68.067,68.797,vagoneta,False,False,b,G,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.65557229173755,1.2339304021846234,0.6638133696128174,1.029107522368463,0.6088964282511208,1.13602789323838,60.000000000002274,92.7139645027064,4.094344562222139
p112,a,545.90372894962,1351.2839365032366,2399.097653451291,540.7799087050546,1179.5235718921624,1347.4296352252538,517.9383295995267,1204.561542736862,2271.009929832886,Male,CBAS,68.64699999999999,68.797,textgrids/cbas/p112.TextGrid,0.14999999999999147,68.067,68.797,vagoneta,False,True,t,sp,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,2,1,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.5792127148164261,1.4337341839665256,0.5882850378417283,1.2831395137947836,0.5518337296498834,1.2833915752774352,149.99999999999147,231.78491125674407,5.010635294096199
p112,a,629.1295765770612,1433.1046983725387,2528.743850614785,605.5891179146936,1434.8271692503529,2690.2108835906856,616.0426177388224,1150.842447656442,2548.466132029398,Male,CBAS,72.581,72.631,textgrids/cbas/p112.TextGrid,0.04999999999999717,72.421,72.751,las,False,False,l,s,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.6675166896581829,1.520547340018516,0.6587874501515378,1.5608704058181926,0.6563582495100251,1.2261569454044812,49.99999999999717,77.26163708558137,3.9120230054280896
p112,a,506.53765151637486,1413.688624355015,2502.229838678477,503.70814639531403,1438.6454208161651,2496.1759303472722,509.7528374890152,1422.8774737263825,2480.57271999357,Male,CBAS,73.081,73.171,textgrids/cbas/p112.TextGrid,0.09000000000000341,72.751,73.431,águilas,False,False,l,s,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.5374446678648951,1.4999465704205408,0.5479566847683527,1.5650240739384855,0.5431125549805828,1.515994739698738,90.00000000000341,139.0709467540596,4.499809670330303
p112,a,576.0708503164178,1172.4515390732945,2591.420030726074,560.4049604195228,1117.6489733896087,2611.374523620163,578.3634695745899,1207.9344753556325,2558.9494206555496,Male,CBAS,79.058,79.08800000000002,textgrids/cbas/p112.TextGrid,0.029999999999986926,78.968,79.688,balsámico,False,False,b,l,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6112205201096413,1.2439901083731415,0.609634063766411,1.2158295047955971,0.6162132676208184,1.286985242477762,29.999999999986926,46.356982251331246,3.4011973816617194
p112,a,612.0499726024516,1062.6181343935878,2593.022960638751,577.4410810744404,1067.1544444388282,2576.351678275726,615.6371898713281,1325.7458909392592,2584.0389952052924,Male,CBAS,80.814,80.86399999999998,textgrids/cbas/p112.TextGrid,0.05000000000001137,80.714,81.334,balsero,False,False,b,l,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.6493949526897291,1.127455083737076,0.6281667324599526,1.1608992542510792,0.6559262892563857,1.4125065818756648,50.00000000001137,77.26163708560331,3.9120230054283733
p112,a,699.5587130176716,1230.3104725959329,2832.0531763942945,795.7088257939515,1892.1271799104227,2857.6552078664795,669.8919325977769,1223.9160280940414,2755.856311691924,Male,CBAS,82.641,82.741,textgrids/cbas/p112.TextGrid,0.09999999999999433,82.641,83.211,asado,True,False,sp,s,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.7422431462779857,1.3053793757198084,0.8656083355872216,2.0583422048729703,0.7137316211249126,1.3040126747978442,99.99999999999433,154.52327417116274,4.605170185988035
p112,a,642.9740844527213,1071.5466276975928,2390.098470226995,639.6574742010467,919.0573597277208,2386.269573921484,536.738504427171,1489.187042225242,2260.381549175015,Male,CBAS,86.06299999999997,86.17299999999999,textgrids/cbas/p112.TextGrid,0.10999999999999943,85.943,86.45299999999997,valle,False,False,b,L,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,0,0,stressed,942.4926542274492,919.2481091972724,938.576788207814,0.6822059371696219,1.1369283600156308,0.6958485612329663,0.9997924940311076,0.5718642429374992,1.5866438004170151,109.99999999999943,169.97560158828776,4.700480365792411
p112,a,491.06525993467386,895.0295602868152,2541.612999872153,564.2415405381777,883.2461472307222,2594.4714357085118,469.4695039262257,859.5365992566179,2478.4611586001542,Male,CBAS,87.495,87.555,textgrids/cbas/p112.TextGrid,0.060000000000002274,87.395,87.915,basura,False,False,b,s,786.5012766292012,410.6918855202422,1832.2541563224452,711.5070949068413,3053.600962350595,1908.4721928440692,1.5452327417117149,1,0,unstressed,942.4926542274492,919.2481091972724,938.576788207814,0.521028209325615,0.94964088714353,0.6138076705220509,0.9608354245101588,0.5001929621791142,0.9157871897704596,60.000000000002274,92.7139645027064,4.094344562222139
